,population
2896,16282.47876550808
2897,16282.47876550808
2898,16282.47876550808
2899,16282.47876550808
2900,16282.47876550808
2901,16282.47876550808
2902,16282.47876550808
2903,16282.47876550808
2904,16282.47876550808
2905,16282.47876550808
2906,16282.47876550808
2907,16282.47876550808
2908,16282.47876550808
2909,16282.47876550808
2910,16282.47876550808
2911,16282.47876550808
2912,16282.47876550808
2913,16282.47876550808
2914,16282.47876550808
2915,16282.47876550808
2916,16282.47876550808
2917,16282.47876550808
2918,16282.47876550808
2919,16282.47876550808
2920,16282.47876550808
2921,16282.47876550808
2922,4929.035270188133
2923,4929.035270188133
2924,4929.035270188133
2925,4929.035270188133
2926,4929.035270188133
2927,4929.035270188133
2928,4929.035270188133
2929,4929.035270188133
2930,4929.035270188133
2931,4929.035270188133
2932,4929.035270188133
2933,4929.035270188133
2934,4929.035270188133
2935,4929.035270188133
2936,4929.035270188133
2937,4929.035270188133
2938,4929.035270188133
2939,4929.035270188133
2940,4929.035270188133
2941,4929.035270188133
2942,4929.035270188133
2943,4929.035270188133
2944,4929.035270188133
2945,4929.035270188133
2946,4929.035270188133
2947,4929.035270188133
2948,4929.035270188133
2949,4929.035270188133
2950,4929.035270188133
2951,4929.035270188133
2952,4929.035270188133
2953,4929.035270188133
2954,4929.035270188133
2955,4929.035270188133
2956,4929.035270188133
2957,4929.035270188133
2958,4929.035270188133
2959,4929.035270188133
2960,20841.603460232418
2961,20841.603460232418
2962,20841.603460232418
2963,20841.603460232418
2964,20841.603460232418
2965,20841.603460232418
2966,20841.603460232418
2967,20841.603460232418
2968,20841.603460232418
2969,20841.603460232418
2970,20841.603460232418
2971,20841.603460232418
2972,20841.603460232418
2973,20841.603460232418
2974,20841.603460232418
2975,20841.603460232418
2976,20841.603460232418
2977,20841.603460232418
2978,20841.603460232418
2979,20841.603460232418
2980,20841.603460232418
2981,20841.603460232418
2982,20841.603460232418
2983,20841.603460232418
2984,20841.603460232418
2985,20841.603460232418
2986,20841.603460232418
2987,20841.603460232418
2988,20841.603460232418
2989,20841.603460232418
2990,20841.603460232418
2991,20841.603460232418
2992,20841.603460232418
2993,20841.603460232418
2994,20841.603460232418
2995,20841.603460232418
2996,20841.603460232418
2997,20841.603460232418
2998,20841.603460232418
2999,20841.603460232418
3000,20841.603460232418
3001,20841.603460232418
3002,20841.603460232418
3003,20841.603460232418
3004,20841.603460232418
3005,20841.603460232418
3006,20841.603460232418
3007,20841.603460232418
3008,20841.603460232418
3009,20841.603460232418
3010,20841.603460232418
3011,20841.603460232418
3012,20841.603460232418
3013,20841.603460232418
3014,20841.603460232418
3015,20841.603460232418
3016,20841.603460232418
3017,20841.603460232418
3018,20841.603460232418
3019,20841.603460232418
3020,20841.603460232418
3021,20841.603460232418
3022,20841.603460232418
3023,20841.603460232418
3024,20841.603460232418
3025,20841.603460232418
3026,20841.603460232418
3027,27173.07046388255
3028,27173.07046388255
3029,27173.07046388255
3030,27173.07046388255
3031,27173.07046388255
3032,27173.07046388255
3033,27173.07046388255
3034,27173.07046388255
3035,20841.603460232418
3036,20841.603460232418
3037,20841.603460232418
3038,20841.603460232418
3039,20841.603460232418
3040,20841.603460232418
3041,20841.603460232418
3042,20841.603460232418
3043,20841.603460232418
3044,20841.603460232418
3045,20841.603460232418
3046,20841.603460232418
3047,20841.603460232418
3048,20841.603460232418
3049,20841.603460232418
3050,20841.603460232418
3051,20841.603460232418
3052,20841.603460232418
3053,20841.603460232418
3054,20841.603460232418
3055,20841.603460232418
3056,20841.603460232418
3057,20841.603460232418
3058,20841.603460232418
3059,20841.603460232418
3060,20841.603460232418
3061,20841.603460232418
3062,20841.603460232418
3063,20841.603460232418
3064,20841.603460232418
3065,20841.603460232418
3066,20841.603460232418
3067,20841.603460232418
3068,20841.603460232418
3069,20841.603460232418
3070,20841.603460232418
3071,20841.603460232418
3072,20841.603460232418
3073,20841.603460232418
3074,20841.603460232418
3075,20841.603460232418
3076,20841.603460232418
3077,20841.603460232418
3078,20841.603460232418
3079,20841.603460232418
3080,20841.603460232418
3081,20841.603460232418
3082,20841.603460232418
3083,20841.603460232418
3084,20841.603460232418
3085,20841.603460232418
3086,20841.603460232418
3087,20841.603460232418
3088,20841.603460232418
3089,20841.603460232418
3090,20841.603460232418
3091,20841.603460232418
3092,20841.603460232418
3093,20841.603460232418
3094,20841.603460232418
3095,20841.603460232418
3096,20841.603460232418
3097,20841.603460232418
3098,20841.603460232418
3099,20841.603460232418
3100,20841.603460232418
3101,20841.603460232418
3102,20841.603460232418
3103,20841.603460232418
3104,20841.603460232418
3105,20841.603460232418
3106,20841.603460232418
3107,20841.603460232418
3108,20841.603460232418
3109,20841.603460232418
3110,20841.603460232418
3111,20841.603460232418
3112,20841.603460232418
3113,20841.603460232418
3114,20841.603460232418
3115,20841.603460232418
3116,20841.603460232418
3117,20841.603460232418
3118,20841.603460232418
3119,20841.603460232418
3120,20841.603460232418
3121,20841.603460232418
3122,20841.603460232418
3123,20841.603460232418
3124,20841.603460232418
3125,20841.603460232418
3126,20841.603460232418
3127,20841.603460232418
3128,20841.603460232418
3129,20841.603460232418
3130,20841.603460232418
3131,20841.603460232418
3132,20841.603460232418
3133,20841.603460232418
3134,20841.603460232418
3135,20841.603460232418
3136,20841.603460232418
3137,20841.603460232418
3138,20841.603460232418
3139,20841.603460232418
3140,20841.603460232418
3141,20841.603460232418
3142,20841.603460232418
3143,20841.603460232418
3144,20841.603460232418
3145,20841.603460232418
3146,20841.603460232418
3147,20841.603460232418
3148,20841.603460232418
3149,20841.603460232418
3150,20841.603460232418
3151,20841.603460232418
3152,20841.603460232418
3153,20841.603460232418
3154,20841.603460232418
3155,20841.603460232418
3156,20841.603460232418
3157,20841.603460232418
3158,20841.603460232418
3159,20841.603460232418
3160,20841.603460232418
3161,20841.603460232418
3162,20841.603460232418
3163,20841.603460232418
3164,20841.603460232418
3165,20841.603460232418
3166,20841.603460232418
3167,20841.603460232418
3168,20841.603460232418
3169,20841.603460232418
3170,20841.603460232418
3171,20841.603460232418
3172,20841.603460232418
3173,20841.603460232418
3174,20841.603460232418
3175,20841.603460232418
3176,27365.148168172276
3177,27365.148168172276
3178,27365.148168172276
3179,27365.148168172276
3180,27365.148168172276
3181,27365.148168172276
3182,27365.148168172276
3183,27365.148168172276
3184,27365.148168172276
3185,27365.148168172276
3186,27365.148168172276
3187,27365.148168172276
3188,27365.148168172276
3189,27365.148168172276
3190,27365.148168172276
3191,27365.148168172276
3192,27365.148168172276
3193,27365.148168172276
3194,27365.148168172276
3195,27365.148168172276
3196,27365.148168172276
3197,27365.148168172276
3198,27365.148168172276
3199,27365.148168172276
3200,27365.148168172276
3201,27365.148168172276
3202,27365.148168172276
3203,27365.148168172276
3204,27365.148168172276
3205,27365.148168172276
3206,27365.148168172276
3207,27365.148168172276
3208,27365.148168172276
3209,27365.148168172276
3210,27365.148168172276
3211,27365.148168172276
3212,27365.148168172276
3213,27365.148168172276
3214,27365.148168172276
3215,27365.148168172276
3216,27365.148168172276
3217,27365.148168172276
3218,27365.148168172276
3219,27365.148168172276
3220,27365.148168172276
3221,27365.148168172276
3222,27365.148168172276
3223,27365.148168172276
3224,27365.148168172276
3225,27365.148168172276
3226,27365.148168172276
3227,27365.148168172276
3228,27365.148168172276
3229,27365.148168172276
3230,27365.148168172276
3231,27365.148168172276
3232,27365.148168172276
3233,27365.148168172276
3234,27365.148168172276
3235,27365.148168172276
3236,27365.148168172276
3237,27365.148168172276
3238,27365.148168172276
3239,27365.148168172276
3240,27365.148168172276
3241,27365.148168172276
3242,27365.148168172276
3243,27365.148168172276
3244,27365.148168172276
3245,27365.148168172276
3246,27365.148168172276
3247,27365.148168172276
3248,27365.148168172276
3249,27365.148168172276
3250,27365.148168172276
3251,27365.148168172276
3252,27365.148168172276
3253,27365.148168172276
3254,27365.148168172276
3255,27365.148168172276
3256,27365.148168172276
3257,27365.148168172276
3258,27365.148168172276
3259,27365.148168172276
3260,27365.148168172276
3261,27365.148168172276
3262,27365.148168172276
3263,27365.148168172276
3264,27365.148168172276
3265,27365.148168172276
3266,27365.148168172276
3267,27365.148168172276
3268,27365.148168172276
3269,27365.148168172276
3270,27365.148168172276
3271,27365.148168172276
3272,27365.148168172276
3273,27365.148168172276
3274,27365.148168172276
3275,27365.148168172276
3276,27365.148168172276
3277,27365.148168172276
3278,27365.148168172276
3279,27365.148168172276
3280,15640.230319100949
3281,15640.230319100949
3282,15640.230319100949
3283,15640.230319100949
3284,15640.230319100949
3285,15640.230319100949
3286,15640.230319100949
3287,15640.230319100949
3288,15640.230319100949
3289,15640.230319100949
3290,15640.230319100949
3291,15640.230319100949
3292,15640.230319100949
3293,15640.230319100949
3294,15640.230319100949
3295,15640.230319100949
3296,15640.230319100949
3297,15640.230319100949
3298,15640.230319100949
3299,15640.230319100949
3300,15640.230319100949
3301,15640.230319100949
3302,15640.230319100949
3303,15640.230319100949
3304,15640.230319100949
3305,15640.230319100949
3306,15640.230319100949
3307,15640.230319100949
3308,15640.230319100949
3309,15640.230319100949
3310,15640.230319100949
3311,15640.230319100949
3312,15640.230319100949
3313,15640.230319100949
3314,15640.230319100949
3315,15640.230319100949
3316,15640.230319100949
3317,15640.230319100949
3318,15640.230319100949
3319,15640.230319100949
3320,15640.230319100949
3321,15640.230319100949
3322,15640.230319100949
3323,15640.230319100949
3324,15640.230319100949
3325,15640.230319100949
3326,15640.230319100949
3327,15640.230319100949
3328,15640.230319100949
3329,15640.230319100949
3330,15640.230319100949
3331,15640.230319100949
3332,15640.230319100949
3333,15640.230319100949
3334,15640.230319100949
3335,15640.230319100949
3336,15640.230319100949
3337,15640.230319100949
3338,15640.230319100949
3339,15640.230319100949
3340,15640.230319100949
3341,15640.230319100949
3342,15640.230319100949
3343,15640.230319100949
3344,15640.230319100949
3345,15640.230319100949
3346,15640.230319100949
3347,15640.230319100949
3348,15640.230319100949
3349,15640.230319100949
3350,15640.230319100949
3351,15640.230319100949
3352,15640.230319100949
3353,15640.230319100949
3354,15640.230319100949
3355,15640.230319100949
3356,15640.230319100949
3357,15640.230319100949
3358,15640.230319100949
3359,15640.230319100949
3360,15640.230319100949
3361,15640.230319100949
3362,15640.230319100949
3363,15640.230319100949
3364,15640.230319100949
3365,15640.230319100949
3366,15640.230319100949
3367,15640.230319100949
3368,15640.230319100949
3369,15640.230319100949
3370,15640.230319100949
3371,15640.230319100949
3372,27365.148168172276
3373,27365.148168172276
3374,27365.148168172276
3375,27365.148168172276
3376,27365.148168172276
3377,27365.148168172276
3378,27365.148168172276
3379,27365.148168172276
3380,27365.148168172276
3381,27365.148168172276
3382,27365.148168172276
3383,27365.148168172276
3384,27365.148168172276
3385,27365.148168172276
3386,27365.148168172276
3387,27365.148168172276
3388,27365.148168172276
3389,27365.148168172276
3390,27365.148168172276
3391,27365.148168172276
3392,27365.148168172276
3393,27365.148168172276
3394,27365.148168172276
3395,27365.148168172276
3396,27365.148168172276
3397,27365.148168172276
3398,27365.148168172276
3399,27365.148168172276
3400,27365.148168172276
3401,27365.148168172276
3402,27365.148168172276
3403,27365.148168172276
3404,27365.148168172276
3405,27365.148168172276
3406,27365.148168172276
3407,27365.148168172276
3408,27365.148168172276
3409,27365.148168172276
3410,27365.148168172276
3411,27365.148168172276
3412,27365.148168172276
3413,27365.148168172276
3414,27365.148168172276
3415,27365.148168172276
3416,27365.148168172276
3417,27365.148168172276
3418,27365.148168172276
3419,27365.148168172276
3420,27365.148168172276
3421,27365.148168172276
3422,27365.148168172276
3423,27365.148168172276
3424,27365.148168172276
3425,27365.148168172276
3426,28850.844558907876
3427,28850.844558907876
3428,28850.844558907876
3429,28850.844558907876
3430,28850.844558907876
3431,28850.844558907876
3432,28850.844558907876
3433,28850.844558907876
3434,28850.844558907876
3435,28850.844558907876
3436,28850.844558907876
3437,28850.844558907876
3438,28850.844558907876
3439,28850.844558907876
3440,28850.844558907876
3441,28850.844558907876
3442,28850.844558907876
3443,28850.844558907876
3444,28850.844558907876
3445,28850.844558907876
3446,28850.844558907876
3447,28850.844558907876
3448,28850.844558907876
3449,28850.844558907876
3450,28850.844558907876
3451,28850.844558907876
3452,28850.844558907876
3453,28850.844558907876
3454,28850.844558907876
3455,28850.844558907876
3456,28850.844558907876
3457,28850.844558907876
3458,28850.844558907876
3459,28850.844558907876
3460,28850.844558907876
3461,28850.844558907876
3462,28850.844558907876
3463,28850.844558907876
3464,28850.844558907876
3465,28850.844558907876
3466,28850.844558907876
3467,28850.844558907876
3468,28850.844558907876
3469,28850.844558907876
3470,28850.844558907876
3471,28850.844558907876
3472,28850.844558907876
3473,28850.844558907876
3474,28850.844558907876
3475,28850.844558907876
3476,28850.844558907876
3477,28850.844558907876
3478,28850.844558907876
3479,28850.844558907876
3480,28850.844558907876
3481,28850.844558907876
3482,28850.844558907876
3483,28850.844558907876
3484,28850.844558907876
3485,28850.844558907876
3486,28850.844558907876
3487,28850.844558907876
3488,28850.844558907876
3489,28850.844558907876
3490,28850.844558907876
3491,28850.844558907876
3492,28850.844558907876
3493,28850.844558907876
3494,28850.844558907876
3495,28850.844558907876
3496,28850.844558907876
3497,28850.844558907876
3498,28850.844558907876
3499,28850.844558907876
3500,28850.844558907876
3501,28850.844558907876
3502,28850.844558907876
3503,28850.844558907876
3504,28850.844558907876
3505,28850.844558907876
3506,28850.844558907876
3507,28850.844558907876
3508,28850.844558907876
3509,28850.844558907876
3510,28850.844558907876
3511,28850.844558907876
3512,28850.844558907876
3513,28850.844558907876
3514,28850.844558907876
3515,28850.844558907876
3516,28850.844558907876
3517,28850.844558907876
3518,28850.844558907876
3519,28850.844558907876
3520,28850.844558907876
3521,28850.844558907876
3522,28850.844558907876
3523,28850.844558907876
3524,28850.844558907876
3525,28850.844558907876
3526,27173.07046388255
3527,27173.07046388255
3528,27173.07046388255
3529,27173.07046388255
3530,27173.07046388255
3531,27173.07046388255
3532,27173.07046388255
3533,27173.07046388255
3534,27173.07046388255
3535,27173.07046388255
3536,27173.07046388255
3537,27173.07046388255
3538,27173.07046388255
3539,27173.07046388255
3540,27173.07046388255
3541,27173.07046388255
3542,27173.07046388255
3543,27173.07046388255
3544,27173.07046388255
3545,27173.07046388255
3546,27173.07046388255
3547,27173.07046388255
3548,27173.07046388255
3549,27173.07046388255
3550,27173.07046388255
3551,27173.07046388255
3552,27173.07046388255
3553,27173.07046388255
3554,27173.07046388255
3555,27173.07046388255
3556,27173.07046388255
3557,27173.07046388255
3558,27173.07046388255
3559,27173.07046388255
3560,27173.07046388255
3561,27173.07046388255
3562,27173.07046388255
3563,27173.07046388255
3564,27173.07046388255
3565,27173.07046388255
3566,27173.07046388255
3567,27173.07046388255
3568,27173.07046388255
3569,27173.07046388255
3570,27173.07046388255
3571,27173.07046388255
3572,27173.07046388255
3573,27173.07046388255
3574,27173.07046388255
3575,27173.07046388255
3576,27173.07046388255
3577,27173.07046388255
3578,27173.07046388255
3579,27173.07046388255
3580,27173.07046388255
3581,27173.07046388255
3582,27173.07046388255
3583,27173.07046388255
3584,27173.07046388255
3585,27173.07046388255
3586,27173.07046388255
3587,27173.07046388255
3588,27173.07046388255
3589,27173.07046388255
3590,27173.07046388255
3591,27173.07046388255
3592,27173.07046388255
3593,27173.07046388255
3594,27173.07046388255
3595,27173.07046388255
3596,27173.07046388255
3597,27173.07046388255
3598,27173.07046388255
3599,27173.07046388255
3600,27173.07046388255
3601,27173.07046388255
3602,27173.07046388255
3603,27173.07046388255
3604,27173.07046388255
3605,27173.07046388255
3606,27173.07046388255
3607,27173.07046388255
3608,27173.07046388255
3609,27173.07046388255
3610,27173.07046388255
3611,27173.07046388255
3612,27173.07046388255
3613,27173.07046388255
3614,27173.07046388255
3615,27173.07046388255
3616,27173.07046388255
3617,27173.07046388255
3618,27173.07046388255
3619,27173.07046388255
3620,27173.07046388255
3621,27173.07046388255
3622,27173.07046388255
3623,27173.07046388255
3624,27173.07046388255
3625,27173.07046388255
3626,24239.596756272847
3627,24239.596756272847
3628,24239.596756272847
3629,24239.596756272847
3630,24239.596756272847
3631,24239.596756272847
3632,24239.596756272847
3633,24239.596756272847
3634,24239.596756272847
3635,24239.596756272847
3636,24239.596756272847
3637,24239.596756272847
3638,24239.596756272847
3639,24239.596756272847
3640,24239.596756272847
3641,24239.596756272847
3642,24239.596756272847
3643,24239.596756272847
3644,24239.596756272847
3645,24239.596756272847
3646,24239.596756272847
3647,24239.596756272847
3648,24239.596756272847
3649,24239.596756272847
3650,24239.596756272847
3651,24239.596756272847
3652,24239.596756272847
3653,24239.596756272847
3654,24239.596756272847
3655,24239.596756272847
3656,24239.596756272847
3657,24239.596756272847
3658,24239.596756272847
3659,24239.596756272847
3660,24239.596756272847
3661,24239.596756272847
3662,24239.596756272847
3663,24239.596756272847
3664,24239.596756272847
3665,24239.596756272847
3666,24239.596756272847
3667,24239.596756272847
3668,24239.596756272847
3669,24239.596756272847
3670,24239.596756272847
3671,24239.596756272847
3672,24239.596756272847
3673,24239.596756272847
3674,24239.596756272847
3675,24239.596756272847
3676,24239.596756272847
3677,24239.596756272847
3678,24239.596756272847
3679,24239.596756272847
3680,24239.596756272847
3681,24239.596756272847
3682,24239.596756272847
3683,24239.596756272847
3684,24239.596756272847
3685,24239.596756272847
3686,24239.596756272847
3687,24239.596756272847
3688,24239.596756272847
3689,24239.596756272847
3690,24239.596756272847
3691,24239.596756272847
3692,24239.596756272847
3693,24239.596756272847
3694,24239.596756272847
3695,24239.596756272847
3696,24239.596756272847
3697,24239.596756272847
3698,24239.596756272847
3699,24239.596756272847
3700,24239.596756272847
3701,24239.596756272847
3702,24239.596756272847
3703,24239.596756272847
3704,24239.596756272847
3705,24239.596756272847
3706,24239.596756272847
3707,24239.596756272847
3708,24239.596756272847
3709,24239.596756272847
3710,24239.596756272847
3711,24239.596756272847
3712,24239.596756272847
3713,24239.596756272847
3714,24239.596756272847
3715,24239.596756272847
3716,24239.596756272847
3717,24239.596756272847
3718,24239.596756272847
3719,24239.596756272847
3720,24239.596756272847
3721,24239.596756272847
3722,24239.596756272847
3723,24239.596756272847
3724,24239.596756272847
3725,24239.596756272847
3726,24239.596756272847
3727,24239.596756272847
3728,24239.596756272847
3729,24239.596756272847
3730,24239.596756272847
3731,24239.596756272847
3732,24239.596756272847
3733,27173.07046388255
3734,27173.07046388255
3735,27173.07046388255
3736,27173.07046388255
3737,27173.07046388255
3738,27173.07046388255
3739,27173.07046388255
3740,27173.07046388255
3741,27173.07046388255
3742,27173.07046388255
3743,27173.07046388255
3744,27173.07046388255
3745,27173.07046388255
3746,27173.07046388255
3747,27173.07046388255
3748,27173.07046388255
3749,27173.07046388255
3750,27173.07046388255
3751,27173.07046388255
3752,27173.07046388255
3753,27173.07046388255
3754,27173.07046388255
3755,27173.07046388255
3756,27173.07046388255
3757,27173.07046388255
3758,27173.07046388255
3759,27173.07046388255
3760,27173.07046388255
3761,27173.07046388255
3762,27173.07046388255
3763,28850.844558907876
3764,28850.844558907876
3765,28850.844558907876
3766,28850.844558907876
3767,28850.844558907876
3768,28850.844558907876
3769,28850.844558907876
3770,28850.844558907876
3771,28850.844558907876
3772,28850.844558907876
3773,28850.844558907876
3774,28850.844558907876
3775,28850.844558907876
3776,28850.844558907876
3777,28850.844558907876
3778,28850.844558907876
3779,28850.844558907876
3780,28850.844558907876
3781,28850.844558907876
3782,28850.844558907876
3783,28850.844558907876
3784,28850.844558907876
3785,28850.844558907876
3786,28850.844558907876
3787,28850.844558907876
3788,28850.844558907876
3789,28850.844558907876
3790,28850.844558907876
3791,28850.844558907876
3792,28850.844558907876
3793,28850.844558907876
3794,28850.844558907876
3795,28850.844558907876
3796,28850.844558907876
3797,28850.844558907876
3798,28850.844558907876
3799,28850.844558907876
3800,28850.844558907876
3801,28850.844558907876
3802,28850.844558907876
3803,28850.844558907876
3804,28850.844558907876
3805,28850.844558907876
3806,28850.844558907876
3807,28850.844558907876
3808,28850.844558907876
3809,28850.844558907876
3810,28850.844558907876
3811,28850.844558907876
3812,28850.844558907876
3813,28850.844558907876
3814,28850.844558907876
3815,28850.844558907876
3816,28850.844558907876
3817,28850.844558907876
3818,28850.844558907876
3819,28850.844558907876
3820,28850.844558907876
3821,28850.844558907876
3822,28850.844558907876
3823,28850.844558907876
3824,28850.844558907876
3825,28850.844558907876
3826,28850.844558907876
3827,28850.844558907876
3828,28850.844558907876
3829,28850.844558907876
3830,28850.844558907876
3831,28850.844558907876
3832,28850.844558907876
3833,28850.844558907876
3834,28850.844558907876
3835,28850.844558907876
3836,28850.844558907876
3837,28850.844558907876
3838,28850.844558907876
3839,28850.844558907876
3840,28850.844558907876
3841,28850.844558907876
3842,28850.844558907876
3843,28850.844558907876
3844,28850.844558907876
3845,28850.844558907876
3846,28850.844558907876
3847,28850.844558907876
3848,28850.844558907876
3849,28850.844558907876
3850,28850.844558907876
3851,28850.844558907876
3852,28850.844558907876
3853,28850.844558907876
3854,28850.844558907876
3855,28850.844558907876
3856,28850.844558907876
3857,28850.844558907876
3858,28850.844558907876
3859,28850.844558907876
3860,28850.844558907876
3861,28850.844558907876
3862,28850.844558907876
3863,28850.844558907876
3864,28850.844558907876
3865,28850.844558907876
3866,28850.844558907876
3867,28850.844558907876
3868,28850.844558907876
3869,28850.844558907876
3870,28850.844558907876
3871,28850.844558907876
3872,28850.844558907876
3873,28850.844558907876
3874,28850.844558907876
3875,28850.844558907876
3876,28850.844558907876
3877,15512.16993090179
3878,15512.16993090179
3879,15512.16993090179
3880,15512.16993090179
3881,15512.16993090179
3882,15512.16993090179
3883,15512.16993090179
3884,15512.16993090179
3885,15512.16993090179
3886,15512.16993090179
3887,15512.16993090179
3888,15512.16993090179
3889,15512.16993090179
3890,15512.16993090179
3891,15512.16993090179
3892,15512.16993090179
3893,15512.16993090179
3894,15512.16993090179
3895,15512.16993090179
3896,15512.16993090179
3897,15512.16993090179
3898,15512.16993090179
3899,15512.16993090179
3900,15512.16993090179
3901,15512.16993090179
3902,15512.16993090179
3903,15512.16993090179
3904,15512.16993090179
3905,15512.16993090179
3906,15512.16993090179
3907,15512.16993090179
3908,15512.16993090179
3909,15512.16993090179
3910,15512.16993090179
3911,15512.16993090179
3912,15512.16993090179
3913,15512.16993090179
3914,15512.16993090179
3915,15512.16993090179
3916,15512.16993090179
3917,15512.16993090179
3918,15512.16993090179
3919,15512.16993090179
3920,15512.16993090179
3921,15512.16993090179
3922,15512.16993090179
3923,15512.16993090179
3924,15512.16993090179
3925,15512.16993090179
3926,15512.16993090179
3927,15512.16993090179
3928,15512.16993090179
3929,15512.16993090179
3930,15512.16993090179
3931,15512.16993090179
3932,15512.16993090179
3933,15512.16993090179
3934,15512.16993090179
3935,15512.16993090179
3936,15512.16993090179
3937,15512.16993090179
3938,15512.16993090179
3939,15512.16993090179
3940,15512.16993090179
3941,15512.16993090179
3942,15512.16993090179
3943,15512.16993090179
3944,15512.16993090179
3945,15512.16993090179
3946,15512.16993090179
3947,15512.16993090179
3948,15512.16993090179
3949,15512.16993090179
3950,15512.16993090179
3951,15512.16993090179
3952,15512.16993090179
3953,15512.16993090179
3954,15512.16993090179
3955,15512.16993090179
3956,15512.16993090179
3957,15512.16993090179
3958,15512.16993090179
3959,15512.16993090179
3960,15512.16993090179
3961,15512.16993090179
3962,15512.16993090179
3963,15512.16993090179
3964,15512.16993090179
3965,15512.16993090179
3966,15512.16993090179
3967,15512.16993090179
3968,15512.16993090179
3969,15512.16993090179
3970,15512.16993090179
3971,15512.16993090179
3972,15512.16993090179
3973,15512.16993090179
3974,15512.16993090179
3975,15512.16993090179
3976,15512.16993090179
3977,15512.16993090179
3978,15512.16993090179
3979,15512.16993090179
3980,15512.16993090179
3981,15512.16993090179
3982,15512.16993090179
3983,15512.16993090179
3984,7225.53295081357
3985,7225.53295081357
3986,7225.53295081357
3987,7225.53295081357
3988,7225.53295081357
3989,7225.53295081357
3990,7225.53295081357
3991,7225.53295081357
3992,7225.53295081357
3993,7225.53295081357
3994,7225.53295081357
3995,7225.53295081357
3996,7225.53295081357
3997,7225.53295081357
3998,7225.53295081357
3999,7225.53295081357
4000,7225.53295081357
4001,7225.53295081357
4002,7225.53295081357
4003,7225.53295081357
4004,7225.53295081357
4005,7225.53295081357
4006,7225.53295081357
4007,7225.53295081357
4008,7225.53295081357
4009,7225.53295081357
4010,7225.53295081357
4011,7225.53295081357
4012,7225.53295081357
4013,7225.53295081357
4014,7225.53295081357
4015,7225.53295081357
4016,7225.53295081357
4017,7225.53295081357
4018,7225.53295081357
4019,7225.53295081357
4020,7225.53295081357
4021,7225.53295081357
4022,7225.53295081357
4023,7225.53295081357
4024,7225.53295081357
4025,7225.53295081357
4026,7225.53295081357
4027,7225.53295081357
4028,7225.53295081357
4029,19472.92212285598
4030,19472.92212285598
4031,19472.92212285598
4032,19472.92212285598
4033,19472.92212285598
4034,19472.92212285598
4035,19472.92212285598
4036,19472.92212285598
4037,19472.92212285598
4038,19472.92212285598
4039,19472.92212285598
4040,19472.92212285598
4041,19472.92212285598
4042,19472.92212285598
4043,19472.92212285598
4044,19472.92212285598
4045,19472.92212285598
4046,19472.92212285598
4047,19472.92212285598
4048,19472.92212285598
4049,19472.92212285598
4050,19472.92212285598
4051,19472.92212285598
4052,19472.92212285598
4053,19472.92212285598
4054,19472.92212285598
4055,19472.92212285598
4056,19472.92212285598
4057,19472.92212285598
4058,19472.92212285598
4059,19472.92212285598
4060,19472.92212285598
4061,19472.92212285598
4062,19472.92212285598
4063,19472.92212285598
4064,19472.92212285598
4065,19472.92212285598
4066,19472.92212285598
4067,19472.92212285598
4068,19472.92212285598
4069,19472.92212285598
4070,19472.92212285598
4071,19472.92212285598
4072,19472.92212285598
4073,19472.92212285598
4074,19472.92212285598
4075,19472.92212285598
4076,19472.92212285598
4077,19472.92212285598
4078,19472.92212285598
4079,19472.92212285598
4080,19472.92212285598
4081,19472.92212285598
4082,19472.92212285598
4083,19472.92212285598
4084,19472.92212285598
4085,19472.92212285598
4086,19472.92212285598
4087,19472.92212285598
4088,19472.92212285598
4089,19472.92212285598
4090,19472.92212285598
4091,19472.92212285598
4092,19472.92212285598
4093,19472.92212285598
4094,19472.92212285598
4095,19472.92212285598
4096,19472.92212285598
4097,19472.92212285598
4098,19472.92212285598
4099,19472.92212285598
4100,19472.92212285598
4101,19472.92212285598
4102,19472.92212285598
4103,19472.92212285598
4104,19472.92212285598
4105,19472.92212285598
4106,19472.92212285598
4107,19472.92212285598
4108,19472.92212285598
4109,19472.92212285598
4110,19472.92212285598
4111,19472.92212285598
4112,19472.92212285598
4113,19472.92212285598
4114,19472.92212285598
4115,19472.92212285598
4116,19472.92212285598
4117,20773.70212981436
4118,20773.70212981436
4119,20773.70212981436
4120,20773.70212981436
4121,20773.70212981436
4122,20773.70212981436
4123,20773.70212981436
4124,20773.70212981436
4125,20773.70212981436
4126,20773.70212981436
4127,20773.70212981436
4128,20773.70212981436
4129,20773.70212981436
4130,20773.70212981436
4131,20773.70212981436
4132,20773.70212981436
4133,20773.70212981436
4134,20773.70212981436
4135,12709.838472021951
4136,12709.838472021951
4137,12709.838472021951
4138,12709.838472021951
4139,12709.838472021951
4140,12709.838472021951
4141,12709.838472021951
4142,12709.838472021951
4143,12709.838472021951
4144,12709.838472021951
4145,12709.838472021951
4146,12709.838472021951
4147,12709.838472021951
4148,12709.838472021951
4149,12709.838472021951
4150,12709.838472021951
4151,12709.838472021951
4152,12709.838472021951
4153,12709.838472021951
4154,12709.838472021951
4155,12709.838472021951
4156,12709.838472021951
4157,12709.838472021951
4158,12709.838472021951
4159,12709.838472021951
4160,12709.838472021951
4161,12709.838472021951
4162,12709.838472021951
4163,12709.838472021951
4164,12709.838472021951
4165,12709.838472021951
4166,12709.838472021951
4167,12709.838472021951
