,street_width,street_traffic,street_lane,street_orientation
2457,54.5,3.0,6.0,3.0
2458,54.5,3.0,6.0,3.0
2459,54.5,3.0,6.0,3.0
2460,54.5,3.0,6.0,3.0
2461,62.25,3.0,6.5,2.0
2462,62.25,3.0,6.5,2.0
2463,62.25,3.0,6.5,2.0
2464,62.25,3.0,6.5,2.0
2465,62.25,3.0,6.5,2.0
2466,54.5,3.0,6.0,3.0
2467,54.5,3.0,6.0,3.0
2468,54.5,3.0,6.0,3.0
2469,54.5,3.0,6.0,3.0
2470,54.5,3.0,6.0,3.0
2471,54.5,3.0,6.0,3.0
2472,54.5,3.0,6.0,3.0
2473,54.5,3.0,6.0,3.0
2474,54.5,3.0,6.0,3.0
2475,54.5,3.0,6.0,3.0
2476,54.5,3.0,6.0,3.0
2477,52.7,3.0,5.6,3.0
2478,52.7,3.0,5.6,3.0
2479,52.7,3.0,5.6,3.0
2480,52.666668,3.0,5.6666665,3.0
2481,52.666668,3.0,5.6666665,3.0
2482,52.666668,3.0,5.6666665,3.0
2483,50.0,1.0,5.0,2.0
2484,50.0,1.0,5.0,2.0
2485,50.0,1.0,5.0,2.0
2486,50.0,1.0,5.0,2.0
2487,50.0,1.0,5.0,2.0
2488,50.0,1.0,5.0,2.0
2489,38.2,4.0,3.8,3.0
2490,38.2,4.0,3.8,3.0
2491,38.2,4.0,3.8,3.0
2492,38.2,4.0,3.8,3.0
2493,38.2,4.0,3.8,3.0
2494,51.0,1.0,5.0,2.0
2495,51.0,1.0,5.0,2.0
2496,51.0,1.0,5.0,2.0
2497,51.0,1.0,5.0,2.0
2498,51.0,1.0,5.0,2.0
2499,51.0,1.0,5.0,2.0
2500,51.0,1.0,5.0,2.0
2501,51.0,1.0,5.0,2.0
2502,51.0,1.0,5.0,2.0
2503,37.0,1.0,3.6666667,3.0
2504,37.0,1.0,3.6666667,3.0
2505,38.4,1.0,3.8,3.0
2506,38.4,1.0,3.8,3.0
2507,38.4,1.0,3.8,3.0
2508,51.0,1.0,5.0,2.0
2509,51.0,1.0,5.0,2.0
2510,51.0,1.0,5.0,2.0
2511,51.0,1.0,5.0,2.0
2512,51.0,1.0,5.0,2.0
2513,37.166668,4.0,3.6666667,3.0
2514,37.166668,4.0,3.6666667,3.0
2515,37.166668,4.0,3.6666667,3.0
2516,50.0,1.0,5.0,2.0
2517,50.0,1.0,5.0,2.0
2518,50.0,1.0,5.0,2.0
2519,50.0,1.0,5.0,2.0
2520,40.25,1.0,4.0,2.0
2521,40.25,1.0,4.0,2.0
2522,40.5,1.0,4.0,2.0
2523,40.5,1.0,4.0,2.0
2524,51.0,1.0,5.0,2.0
2525,51.0,1.0,5.0,2.0
2526,39.25,3.0,3.5,2.0
2527,41.0,3.0,4.0,2.0
2528,41.0,3.0,4.0,2.0
2529,41.0,3.0,4.0,2.0
2530,41.0,3.0,4.0,2.0
2531,41.0,3.0,4.0,2.0
2532,0.0,-1.0,0.0,-1.0
2533,41.0,3.0,4.0,2.0
2534,41.0,3.0,4.0,2.0
2535,41.0,3.0,4.0,2.0
2536,41.0,3.0,4.0,2.0
2537,41.0,3.0,4.0,2.0
2538,0.0,-1.0,0.0,-1.0
2539,41.0,3.0,4.0,2.0
2540,41.0,3.0,4.0,2.0
2541,0.0,-1.0,0.0,-1.0
2542,0.0,-1.0,0.0,-1.0
2543,0.0,-1.0,0.0,-1.0
2544,0.0,-1.0,0.0,-1.0
2545,0.0,-1.0,0.0,-1.0
2546,0.0,-1.0,0.0,-1.0
2547,0.0,-1.0,0.0,-1.0
2548,0.0,-1.0,0.0,-1.0
2549,0.0,-1.0,0.0,-1.0
2550,33.5,4.0,3.0,2.0
2551,33.7,3.0,3.6,0.0
2552,33.7,3.0,3.6,0.0
2553,33.7,3.0,3.6,0.0
2554,0.0,-1.0,0.0,-1.0
2555,0.0,-1.0,0.0,-1.0
2556,33.0,4.0,3.0,2.0
2557,33.0,4.0,3.0,2.0
2558,33.0,4.0,3.0,2.0
2559,33.0,4.0,3.0,2.0
2560,33.0,4.0,3.0,2.0
2561,33.0,4.0,3.0,2.0
2562,33.0,4.0,3.0,2.0
2563,33.0,4.0,3.0,2.0
2564,30.25,3.0,3.75,0.0
2565,30.25,3.0,3.75,0.0
2566,29.0,3.0,4.0,0.0
2567,34.0,4.0,4.0,2.0
2568,34.0,4.0,4.0,2.0
2569,34.0,4.0,4.0,2.0
2570,34.0,4.0,4.0,2.0
2571,34.0,4.0,4.0,2.0
2572,34.0,4.0,4.0,2.0
2573,34.0,4.0,4.0,2.0
2574,34.0,4.0,4.0,2.0
2575,34.0,4.0,4.0,2.0
2576,34.0,4.0,2.8,0.0
2577,34.0,4.0,2.8,0.0
2578,36.0,1.0,3.5,0.0
2579,36.0,1.0,3.5,0.0
2580,36.0,1.0,3.5,0.0
2581,36.0,1.0,3.5,0.0
2582,36.0,1.0,3.5,0.0
2583,36.0,1.0,3.5,0.0
2584,36.0,3.0,3.5,0.0
2585,36.0,3.0,3.5,0.0
2586,36.0,3.0,3.5,0.0
2587,36.0,3.0,3.5,0.0
2588,40.0,3.0,3.6666667,0.0
2589,40.0,3.0,3.6666667,0.0
2590,38.4,3.0,3.8,0.0
2591,38.4,3.0,3.8,0.0
2592,38.4,3.0,3.8,0.0
2593,38.4,3.0,3.8,0.0
2594,38.0,3.0,4.0,0.0
2595,38.0,3.0,4.0,0.0
2596,38.0,3.0,4.0,0.0
2597,38.0,3.0,4.0,0.0
2598,34.666668,4.0,3.1666667,0.0
2599,34.666668,4.0,3.1666667,0.0
2600,34.666668,4.0,3.1666667,0.0
2601,30.5,1.0,2.75,0.0
2602,28.0,1.0,2.6,0.0
2603,28.0,1.0,2.6,0.0
2604,28.0,1.0,2.6,0.0
2605,21.818182,4.0,2.0,3.0
2606,21.818182,4.0,2.0,3.0
2607,28.5,1.0,2.5,0.0
2608,28.0,1.0,2.5,3.0
2609,28.0,1.0,2.5,3.0
2610,29.125,4.0,2.5,3.0
2611,24.0,1.0,2.0,3.0
2612,33.0,1.0,3.0,3.0
2613,33.0,1.0,3.0,3.0
2614,27.666666,4.0,2.3333333,3.0
2615,27.666666,4.0,2.3333333,3.0
2616,32.0,1.0,3.0,2.0
2617,35.214287,2.0,3.357143,2.0
2618,35.214287,2.0,3.357143,2.0
2619,0.0,-1.0,0.0,-1.0
2620,42.0,3.0,4.0,3.0
2621,42.0,3.0,4.0,3.0
2622,30.666666,1.0,2.0,0.0
2623,30.666666,1.0,2.0,0.0
2624,54.0,3.0,4.0,3.0
2625,54.0,3.0,4.0,3.0
2626,54.0,3.0,4.0,3.0
2627,51.5,3.0,4.25,0.0
2628,51.5,3.0,4.25,0.0
2629,60.0,3.0,5.0,0.0
2630,60.0,3.0,5.0,0.0
2631,60.0,3.0,5.0,0.0
2632,60.0,3.0,5.0,0.0
2633,60.0,3.0,5.0,0.0
2634,60.0,3.0,5.0,0.0
2635,30.8,1.0,2.6,0.0
2636,30.8,1.0,2.6,0.0
2637,30.8,1.0,2.6,0.0
2638,30.8,1.0,2.6,0.0
2639,31.0,1.0,2.5,3.0
2640,31.0,1.0,2.5,3.0
2641,31.0,1.0,2.5,3.0
2642,23.5,1.0,1.5,2.0
2643,22.0,1.0,1.0,3.0
2644,22.0,1.0,1.0,3.0
2645,22.0,1.0,1.0,3.0
2646,22.0,1.0,1.0,3.0
2647,25.166666,4.0,1.3333334,1.0
2648,25.166666,4.0,1.3333334,1.0
2649,25.166666,4.0,1.3333334,1.0
2650,25.166666,4.0,1.3333334,1.0
2651,0.0,-1.0,0.0,-1.0
2652,0.0,-1.0,0.0,-1.0
2653,0.0,-1.0,0.0,-1.0
2654,21.0,2.0,1.0,1.0
2655,21.0,2.0,1.0,1.0
2656,28.666666,4.0,1.6666666,1.0
2657,28.666666,4.0,1.6666666,1.0
2658,28.142857,2.0,2.0,2.0
2659,28.142857,2.0,2.0,2.0
2660,28.142857,2.0,2.0,2.0
2661,32.0,4.0,2.0,1.0
2662,32.0,4.0,2.0,1.0
2663,32.0,4.0,2.0,1.0
2664,30.666666,4.0,2.0,1.0
2665,0.0,-1.0,0.0,-1.0
2666,0.0,-1.0,0.0,-1.0
2667,0.0,-1.0,0.0,-1.0
2668,0.0,-1.0,0.0,-1.0
2669,0.0,-1.0,0.0,-1.0
2670,0.0,-1.0,0.0,-1.0
2671,20.0,4.0,1.0,1.0
2672,20.0,4.0,1.0,1.0
2673,20.0,4.0,1.0,1.0
2674,20.0,4.0,1.0,1.0
2675,24.666666,4.0,1.6666666,1.0
2676,24.666666,4.0,1.6666666,1.0
2677,24.666666,4.0,1.6666666,1.0
2678,24.666666,4.0,1.6666666,1.0
2679,28.0,4.0,3.0,2.0
2680,28.0,4.0,3.0,2.0
2681,28.0,4.0,3.0,2.0
2682,28.0,4.0,3.0,2.0
2683,28.0,4.0,3.0,2.0
2684,26.142857,4.0,2.142857,2.0
2685,26.142857,4.0,2.142857,2.0
2686,26.142857,4.0,2.142857,2.0
2687,26.0,2.0,2.5,2.0
2688,26.0,2.0,2.5,2.0
2689,26.0,2.0,2.5,2.0
2690,26.0,2.0,2.5,2.0
2691,0.0,-1.0,0.0,-1.0
2692,0.0,-1.0,0.0,-1.0
2693,0.0,-1.0,0.0,-1.0
2694,28.0,4.0,3.0,2.0
2695,28.0,4.0,3.0,2.0
2696,28.0,4.0,3.0,2.0
2697,28.0,4.0,3.0,2.0
2698,28.0,4.0,3.0,2.0
2699,28.0,4.0,3.0,2.0
2700,28.0,4.0,3.0,2.0
2701,28.0,4.0,3.0,2.0
2702,28.0,4.0,3.0,2.0
2703,28.0,4.0,3.0,2.0
2704,28.0,4.0,3.0,2.0
2705,28.0,4.0,3.0,2.0
2706,28.0,4.0,3.0,2.0
2707,28.0,4.0,3.0,2.0
2708,28.0,4.0,3.0,2.0
2709,28.0,4.0,3.0,2.0
2710,28.0,4.0,3.0,2.0
2711,28.0,4.0,3.0,2.0
2712,28.0,4.0,3.0,2.0
2713,28.0,4.0,3.0,2.0
2714,27.5,4.0,3.0,2.0
2715,27.5,4.0,3.0,2.0
2716,27.5,4.0,3.0,2.0
2717,27.5,4.0,3.0,2.0
2718,27.4,3.0,3.0,2.0
2719,27.4,3.0,3.0,2.0
2720,33.0,3.0,4.0,2.0
2721,33.0,3.0,4.0,2.0
2722,33.0,3.0,4.0,2.0
2723,33.0,3.0,4.0,2.0
2724,29.0,3.0,3.6,2.0
2725,29.0,3.0,3.6,2.0
2726,29.0,3.0,3.6,2.0
2727,29.0,3.0,3.6,2.0
2728,29.0,3.0,3.6,2.0
2729,28.0,1.0,3.5,2.0
2730,28.0,1.0,3.5,2.0
2731,28.0,1.0,3.5,2.0
2732,33.0,3.0,4.0,2.0
2733,33.0,3.0,4.0,2.0
2734,33.0,3.0,4.0,2.0
2735,0.0,-1.0,0.0,-1.0
2736,36.5,3.0,4.0,2.0
2737,36.5,3.0,4.0,2.0
2738,37.2,3.0,3.8,2.0
2739,37.2,3.0,3.8,2.0
2740,37.2,3.0,3.8,2.0
2741,37.2,3.0,3.8,2.0
2742,37.2,3.0,3.8,2.0
2743,33.0,3.0,3.0,2.0
2744,0.0,-1.0,0.0,-1.0
2745,0.0,-1.0,0.0,-1.0
2746,0.0,-1.0,0.0,-1.0
2747,31.0,1.0,3.0,2.0
2748,31.0,1.0,3.0,2.0
2749,31.0,1.0,3.0,2.0
2750,31.0,1.0,3.0,2.0
2751,31.0,1.0,3.0,2.0
2752,31.0,1.0,3.0,2.0
2753,31.0,1.0,3.0,2.0
2754,31.0,1.0,3.0,2.0
2755,33.0,3.0,3.0,2.0
2756,33.0,3.0,3.0,2.0
2757,35.0,3.0,3.5,2.0
2758,35.0,3.0,3.5,2.0
2759,35.0,3.0,3.5,2.0
2760,35.0,3.0,3.5,2.0
2761,35.0,3.0,3.5,2.0
2762,35.0,3.0,3.5,2.0
2763,37.0,4.0,4.0,2.0
2764,37.0,4.0,4.0,2.0
2765,37.0,4.0,4.0,2.0
2766,37.0,4.0,4.0,2.0
2767,37.0,4.0,4.0,2.0
2768,37.0,4.0,4.0,2.0
2769,37.0,4.0,4.0,2.0
2770,37.0,4.0,4.0,2.0
2771,37.0,4.0,4.0,2.0
2772,37.0,4.0,4.0,2.0
2773,37.0,4.0,4.0,2.0
2774,37.0,4.0,4.0,2.0
2775,37.0,4.0,4.0,2.0
2776,37.0,4.0,4.0,2.0
2777,37.0,4.0,4.0,2.0
2778,37.0,4.0,4.0,2.0
2779,37.0,4.0,4.0,2.0
2780,37.0,4.0,4.0,2.0
2781,32.333332,3.0,3.3333333,2.0
2782,32.333332,3.0,3.3333333,2.0
2783,32.333332,3.0,3.3333333,2.0
2784,32.333332,3.0,3.3333333,2.0
2785,30.0,3.0,3.0,2.0
2786,30.0,3.0,3.0,2.0
2787,30.0,3.0,3.0,2.0
2788,30.0,3.0,3.0,2.0
2789,30.0,3.0,3.0,2.0
2790,30.0,3.0,3.0,2.0
2791,30.0,3.0,3.0,2.0
2792,30.0,3.0,3.0,2.0
2793,30.0,3.0,3.0,2.0
2794,29.75,3.0,3.0,2.0
2795,29.75,3.0,3.0,2.0
2796,29.75,3.0,3.0,2.0
2797,29.75,3.0,3.0,2.0
2798,30.0,3.0,3.0,2.0
2799,30.0,3.0,3.0,2.0
2800,30.0,3.0,3.0,2.0
2801,40.0,3.0,4.0,2.0
2802,40.0,3.0,4.0,2.0
2803,40.0,3.0,4.0,2.0
2804,40.0,3.0,4.0,2.0
2805,40.0,3.0,4.0,2.0
2806,40.0,3.0,4.0,2.0
2807,40.0,3.0,4.0,2.0
2808,40.0,3.0,4.0,2.0
2809,40.0,3.0,4.0,2.0
2810,40.0,3.0,4.0,2.0
2811,40.0,3.0,4.0,2.0
2812,40.0,3.0,4.0,2.0
2813,40.0,3.0,4.0,2.0
2814,40.0,3.0,4.0,2.0
2815,40.0,3.0,4.0,2.0
2816,40.0,3.0,4.0,2.0
2817,40.0,3.0,4.0,2.0
2818,40.0,3.0,4.0,2.0
2819,40.0,3.0,4.0,2.0
2820,40.0,3.0,4.0,2.0
2821,0.0,-1.0,0.0,-1.0
2822,35.0,3.0,4.0,2.0
2823,35.0,3.0,4.0,2.0
2824,35.0,3.0,4.0,2.0
2825,34.0,3.0,4.0,2.0
2826,34.0,3.0,4.0,2.0
2827,26.0,3.0,4.0,2.0
2828,26.0,3.0,4.0,2.0
2829,26.0,3.0,4.0,2.0
2830,26.0,3.0,4.0,3.0
2831,26.0,3.0,4.0,3.0
2832,28.2,3.0,3.6,3.0
2833,28.2,3.0,3.6,3.0
2834,28.2,3.0,3.6,3.0
2835,28.2,3.0,3.6,3.0
2836,28.2,3.0,3.6,3.0
2837,28.666666,3.0,3.6666667,3.0
2838,28.666666,3.0,3.6666667,3.0
2839,28.666666,3.0,3.6666667,3.0
2840,0.0,-1.0,0.0,-1.0
2841,28.0,3.0,4.0,3.0
2842,28.0,3.0,4.0,3.0
2843,28.0,3.0,4.0,3.0
2844,28.0,3.0,4.0,3.0
2845,28.0,3.0,4.0,3.0
2846,28.0,3.0,4.0,3.0
2847,28.0,3.0,4.0,3.0
2848,28.0,3.0,4.0,3.0
2849,28.0,3.0,4.0,3.0
2850,31.0,3.0,4.0,3.0
2851,31.0,3.0,4.0,3.0
2852,31.0,3.0,4.0,3.0
2853,30.0,3.0,4.0,2.0
2854,30.0,3.0,4.0,2.0
2855,30.0,3.0,4.0,2.0
2856,30.0,3.0,4.0,2.0
2857,30.0,3.0,4.0,2.0
2858,30.0,3.0,4.0,2.0
2859,30.0,3.0,4.0,2.0
2860,30.0,3.0,4.0,2.0
2861,29.214285,3.0,3.5714285,2.0
2862,29.214285,3.0,3.5714285,2.0
2863,30.0,3.0,4.0,2.0
2864,30.0,3.0,4.0,2.0
2865,30.0,3.0,4.0,2.0
2866,30.0,3.0,4.0,2.0
2867,30.0,3.0,4.0,2.0
2868,32.857143,3.0,4.0,2.0
2869,40.0,3.0,4.0,2.0
2870,40.0,3.0,4.0,2.0
2871,40.0,3.0,4.0,2.0
2872,40.0,3.0,4.0,2.0
2873,40.0,3.0,4.0,2.0
2874,40.0,3.0,4.0,2.0
2875,40.0,3.0,4.0,2.0
2876,37.5,3.0,3.75,2.0
2877,37.5,3.0,3.75,2.0
2878,37.5,3.0,3.75,2.0
2879,37.5,3.0,3.75,2.0
2880,40.0,3.0,4.0,2.0
2881,40.0,3.0,4.0,2.0
2882,40.0,3.0,4.0,2.0
2883,40.0,3.0,4.0,2.0
2884,40.0,3.0,4.0,2.0
2885,40.0,3.0,4.0,2.0
2886,40.0,3.0,4.0,2.0
2887,35.0,3.0,4.0,2.0
2888,35.0,3.0,4.0,2.0
2889,35.0,3.0,4.0,2.0
2890,36.666668,3.0,3.6666667,2.0
2891,35.0,3.0,4.0,2.0
2892,35.0,3.0,4.0,2.0
2893,30.0,3.0,4.0,2.0
2894,30.0,3.0,4.0,2.0
2895,30.0,3.0,4.0,2.0
2896,30.0,3.0,4.0,2.0
2897,30.0,3.0,4.0,2.0
2898,30.0,3.0,3.5,2.0
2899,30.0,3.0,3.5,2.0
2900,30.0,3.0,3.5,2.0
2901,30.0,3.0,3.5,2.0
2902,30.0,3.0,3.5,2.0
2903,30.0,3.0,3.5,2.0
2904,30.0,3.0,3.5,2.0
2905,30.0,3.0,3.5,2.0
2906,30.0,3.0,3.5,2.0
2907,30.0,4.0,3.0,2.0
2908,30.0,4.0,3.0,2.0
2909,30.0,4.0,3.0,2.0
2910,0.0,-1.0,0.0,-1.0
2911,0.0,-1.0,0.0,-1.0
2912,30.0,4.0,3.0,2.0
2913,30.0,4.0,3.0,2.0
2914,30.0,4.0,3.0,2.0
2915,30.0,4.0,3.0,2.0
2916,30.0,4.0,3.0,2.0
2917,30.0,4.0,3.0,2.0
2918,30.0,4.0,3.0,2.0
2919,30.0,4.0,3.0,2.0
2920,30.0,4.0,3.0,2.0
2921,30.0,4.0,3.0,2.0
2922,30.0,4.0,3.0,2.0
2923,30.0,4.0,3.0,2.0
2924,30.0,4.0,3.0,2.0
2925,30.0,4.0,3.0,2.0
2926,32.0,4.0,3.5,2.0
2927,32.0,4.0,3.5,2.0
2928,32.0,4.0,3.5,2.0
2929,32.0,4.0,3.5,2.0
2930,32.0,4.0,3.5,2.0
2931,30.0,4.0,3.0,2.0
2932,30.0,4.0,3.0,2.0
2933,30.0,4.0,3.0,2.0
2934,30.0,4.0,3.0,2.0
2935,30.0,4.0,3.0,2.0
2936,30.0,4.0,3.0,2.0
2937,30.0,4.0,3.0,2.0
2938,30.0,4.0,3.0,2.0
2939,30.0,4.0,3.0,2.0
2940,30.0,4.0,3.0,2.0
2941,30.0,4.0,3.0,2.0
2942,30.0,4.0,3.0,2.0
2943,30.0,4.0,3.0,2.0
2944,30.0,4.0,3.0,2.0
2945,30.0,4.0,3.0,2.0
2946,30.0,4.0,3.0,2.0
2947,30.0,4.0,3.0,2.0
2948,29.333334,3.0,3.3333333,1.0
2949,29.333334,3.0,3.3333333,1.0
2950,30.0,3.0,3.0,1.0
2951,30.0,3.0,3.0,1.0
2952,30.0,3.0,3.0,1.0
2953,31.0,3.0,3.5,1.0
2954,31.0,3.0,3.5,1.0
2955,31.0,3.0,3.5,1.0
2956,31.0,3.0,3.5,1.0
2957,31.0,3.0,3.5,1.0
2958,31.0,3.0,3.5,1.0
2959,31.333334,3.0,3.6666667,2.0
2960,31.333334,3.0,3.6666667,2.0
2961,31.333334,3.0,3.6666667,2.0
2962,32.0,3.0,4.0,2.0
2963,32.0,3.0,4.0,2.0
2964,32.0,3.0,4.0,2.0
2965,32.0,3.0,4.0,2.0
2966,32.0,3.0,4.0,2.0
2967,31.0,3.0,3.6666667,2.0
2968,31.0,3.0,3.6666667,2.0
2969,31.0,3.0,3.6666667,2.0
2970,31.0,3.0,3.6666667,2.0
2971,30.5,3.0,3.5,2.0
2972,30.5,3.0,3.5,2.0
2973,30.5,3.0,3.5,2.0
2974,30.5,3.0,3.5,2.0
2975,30.5,3.0,3.5,2.0
2976,33.0,3.0,4.0,2.0
2977,33.0,3.0,4.0,2.0
2978,33.0,3.0,4.0,2.0
2979,33.0,3.0,4.0,2.0
2980,36.0,3.0,4.0,1.0
2981,36.0,3.0,4.0,1.0
2982,36.0,3.0,4.0,1.0
2983,39.0,3.0,2.0,0.0
2984,39.0,3.0,2.0,0.0
2985,39.0,3.0,2.0,0.0
2986,39.0,3.0,2.0,0.0
2987,0.0,-1.0,0.0,-1.0
2988,0.0,-1.0,0.0,-1.0
2989,0.0,-1.0,0.0,-1.0
2990,0.0,-1.0,0.0,-1.0
2991,0.0,-1.0,0.0,-1.0
2992,0.0,-1.0,0.0,-1.0
2993,0.0,-1.0,0.0,-1.0
2994,0.0,-1.0,0.0,-1.0
2995,0.0,-1.0,0.0,-1.0
2996,0.0,-1.0,0.0,-1.0
2997,0.0,-1.0,0.0,-1.0
2998,0.0,-1.0,0.0,-1.0
2999,0.0,-1.0,0.0,-1.0
3000,0.0,-1.0,0.0,-1.0
3001,0.0,-1.0,0.0,-1.0
3002,54.0,1.0,2.0,1.0
3003,54.0,1.0,2.0,1.0
3004,54.0,1.0,2.0,1.0
3005,54.0,1.0,2.0,1.0
3006,39.333332,4.0,2.6666667,2.0
3007,39.333332,4.0,2.6666667,2.0
3008,39.333332,4.0,2.6666667,2.0
3009,39.333332,4.0,2.6666667,2.0
3010,32.0,4.0,3.0,2.0
3011,32.0,4.0,3.0,2.0
3012,46.5,1.0,3.0,1.0
3013,46.0,1.0,3.0,3.0
3014,46.0,1.0,3.0,3.0
3015,46.0,1.0,3.0,3.0
3016,0.0,-1.0,0.0,-1.0
3017,0.0,-1.0,0.0,-1.0
3018,0.0,-1.0,0.0,-1.0
3019,31.0,1.0,3.0,2.0
3020,38.75,1.0,2.75,2.0
3021,38.75,1.0,2.75,2.0
3022,38.75,1.0,2.75,2.0
3023,0.0,-1.0,0.0,-1.0
3024,0.0,-1.0,0.0,-1.0
3025,0.0,-1.0,0.0,-1.0
3026,47.0,1.0,3.0,3.0
3027,47.0,1.0,3.0,3.0
3028,47.0,1.0,3.0,3.0
3029,47.0,1.0,3.0,3.0
3030,47.0,1.0,3.0,3.0
3031,47.0,1.0,3.0,3.0
3032,47.0,1.0,3.0,3.0
3033,39.444443,4.0,2.7777777,3.0
3034,39.444443,4.0,2.7777777,3.0
3035,30.0,4.0,3.0,2.0
3036,30.0,4.0,3.0,2.0
3037,30.0,4.0,3.0,2.0
3038,0.0,-1.0,0.0,-1.0
3039,30.0,4.0,3.0,2.0
3040,30.0,4.0,3.0,2.0
3041,30.0,4.0,3.0,2.0
3042,30.0,4.0,3.0,2.0
3043,30.0,4.0,3.0,2.0
3044,30.0,4.0,3.0,2.0
3045,30.0,4.0,3.0,2.0
3046,30.0,4.0,3.0,2.0
3047,30.0,4.0,3.0,2.0
3048,30.0,4.0,3.0,2.0
3049,30.0,4.0,3.0,2.0
3050,30.0,4.0,3.0,2.0
3051,30.0,4.0,3.0,2.0
3052,30.0,4.0,3.0,2.0
3053,30.0,4.0,3.0,2.0
3054,30.0,4.0,3.0,2.0
3055,30.0,4.0,3.0,2.0
3056,30.0,4.0,3.0,2.0
3057,30.0,4.0,3.0,2.0
3058,30.0,4.0,3.0,2.0
3059,30.0,4.0,3.0,2.0
3060,30.0,4.0,3.0,2.0
3061,30.0,4.0,3.0,2.0
3062,30.0,4.0,3.0,2.0
3063,30.0,4.0,3.0,2.0
3064,30.0,4.0,3.0,2.0
3065,30.0,4.0,3.0,2.0
3066,30.0,4.0,3.0,2.0
3067,30.0,4.0,3.0,2.0
3068,30.0,4.0,3.0,2.0
3069,30.0,4.0,3.0,2.0
3070,30.0,4.0,3.0,2.0
3071,30.0,4.0,3.0,2.0
3072,31.0,4.0,3.3333333,2.0
3073,31.0,4.0,3.3333333,2.0
3074,31.0,4.0,3.3333333,2.0
3075,31.0,4.0,3.3333333,2.0
3076,31.0,4.0,3.3333333,2.0
3077,31.0,4.0,3.3333333,2.0
3078,33.0,3.0,4.0,2.0
3079,33.0,3.0,4.0,2.0
3080,33.0,3.0,4.0,2.0
3081,33.0,3.0,4.0,2.0
3082,0.0,-1.0,0.0,-1.0
3083,0.0,-1.0,0.0,-1.0
3084,0.0,-1.0,0.0,-1.0
3085,37.75,4.0,3.25,2.0
3086,37.75,4.0,3.25,2.0
3087,37.75,4.0,3.25,2.0
3088,37.75,4.0,3.25,2.0
3089,33.0,3.0,4.0,2.0
3090,33.0,3.0,4.0,2.0
3091,40.0,4.0,3.0,2.0
3092,40.0,4.0,3.0,2.0
3093,40.0,4.0,3.0,2.0
3094,40.0,4.0,3.0,2.0
3095,40.0,4.0,3.0,2.0
3096,40.0,4.0,3.0,2.0
3097,40.0,4.0,3.0,2.0
3098,40.0,4.0,3.0,2.0
3099,40.0,4.0,3.0,2.0
3100,40.0,4.0,3.0,2.0
3101,40.0,4.0,3.0,2.0
3102,40.0,4.0,3.0,1.0
3103,40.0,4.0,3.0,1.0
3104,40.0,4.0,3.0,1.0
3105,40.0,4.0,3.0,1.0
3106,40.0,4.0,3.0,1.0
3107,0.0,-1.0,0.0,-1.0
3108,33.0,4.0,2.0,0.0
3109,33.0,4.0,2.0,0.0
3110,46.0,1.0,3.5,0.0
3111,46.0,1.0,3.5,0.0
3112,46.0,1.0,3.5,0.0
3113,39.0,4.0,4.0,1.0
3114,39.0,4.0,4.0,1.0
3115,39.0,4.0,4.0,1.0
3116,39.0,4.0,4.0,1.0
3117,39.0,4.0,4.0,1.0
3118,39.0,4.0,4.0,1.0
3119,39.0,4.0,4.0,1.0
3120,39.0,4.0,4.0,1.0
3121,39.0,4.0,4.0,1.0
3122,39.0,4.0,4.0,1.0
3123,39.0,4.0,4.0,1.0
3124,39.0,4.0,4.0,1.0
3125,39.0,4.0,4.0,1.0
3126,39.75,3.0,4.0,2.0
3127,39.75,3.0,4.0,2.0
3128,39.75,3.0,4.0,2.0
3129,40.0,3.0,4.0,2.0
3130,40.0,3.0,4.0,2.0
3131,40.0,3.0,4.0,2.0
3132,34.333332,3.0,3.0,2.0
3133,34.333332,3.0,3.0,2.0
3134,34.333332,3.0,3.0,2.0
3135,34.333332,3.0,3.0,2.0
3136,31.5,1.0,2.5,2.0
3137,31.5,1.0,2.5,2.0
3138,31.5,1.0,2.5,2.0
3139,31.5,1.0,2.5,2.0
3140,31.5,1.0,2.5,2.0
3141,31.5,1.0,2.5,2.0
3142,31.5,1.0,2.5,2.0
3143,31.5,1.0,2.5,2.0
3144,0.0,-1.0,0.0,-1.0
3145,0.0,-1.0,0.0,-1.0
3146,0.0,-1.0,0.0,-1.0
3147,0.0,-1.0,0.0,-1.0
3148,0.0,-1.0,0.0,-1.0
3149,0.0,-1.0,0.0,-1.0
3150,0.0,-1.0,0.0,-1.0
3151,0.0,-1.0,0.0,-1.0
3152,51.42857,3.0,3.5714285,0.0
3153,51.42857,3.0,3.5714285,0.0
3154,51.42857,3.0,3.5714285,0.0
3155,0.0,-1.0,0.0,-1.0
3156,0.0,-1.0,0.0,-1.0
3157,0.0,-1.0,0.0,-1.0
3158,0.0,-1.0,0.0,-1.0
3159,0.0,-1.0,0.0,-1.0
3160,0.0,-1.0,0.0,-1.0
3161,0.0,-1.0,0.0,-1.0
3162,0.0,-1.0,0.0,-1.0
3163,0.0,-1.0,0.0,-1.0
3164,0.0,-1.0,0.0,-1.0
3165,45.0,3.0,3.5,0.0
3166,45.0,3.0,3.5,0.0
3167,30.0,4.0,3.0,0.0
3168,30.0,4.0,3.0,0.0
3169,30.0,4.0,3.0,0.0
3170,30.0,4.0,3.0,0.0
3171,30.6,4.0,3.0,0.0
3172,30.6,4.0,3.0,0.0
3173,30.6,4.0,3.0,0.0
