,gndvi,blue,ndbi,swir22,ndsi,green,arvi,coastal,building_year,si,swir16,ndwi,ndvi,building_sd,nbr,albedo,ui,red,awei_sh,building_height,var,ibi,evi,awei_nsh,street_lane,nir08,savi,msavi,street_width,hcho,lwir11,o3,population_res1000,so2,aod_55,co,residence_1000_1,street_orientation_0,street_orientation_1,street_orientation_2,street_orientation_3,park_200_1,commercial_1000_1,manufacture_100_1,zonedist_level1_30_1,zonedist_level1_30_2,zonedist_level1_30_3,street_traffic_1,street_traffic_2,street_traffic_3,street_traffic_4,park_1000_1,residence_200_1,park_100_1,park_500_1,manufacture_1000_1,commercial_500_1,manufacture_200_1,manufacture_500_1,commercial_200_1,commercial_100_1,residence_100_1,residence_500_1,overlay_level1_0,overlay_level1_1,y_test,y_pred
7619,0.289087836056848,0.4342581423401686,0.6146033554421021,0.2561840771742803,0.6081094986406705,0.32311995027967655,0.3089044368676831,0.45595499451152555,0.9544554455445544,0.17408429684945842,0.37080520962068636,0.7109121638971287,0.27524988188145527,0.003187301789669955,0.30890512537887227,0.3993590539658215,0.36527827318024453,0.2940885345064615,0.4606888664139813,0.08783216783216782,0.0020933333333333333,0.7463412079816405,0.2780378756396807,0.7237449677078605,0.25,0.41301354142758784,0.22528902171725518,0.1756867662917172,0.2830188679245283,0.26718723892645546,0.3718329547440149,0.06564928347485477,0.11436335624385949,0.40911552341981783,0.4814814814814814,0.06376125533745913,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.998314005,1.0045894
6383,0.5988132689860172,0.20132055107612215,0.359383330601192,0.09541683870725574,0.4611911594471087,0.10584213797389663,0.48804940510484207,0.2309275521405047,0.9673267326732673,0.3034842093145113,0.16251544823652436,0.4011867309172369,0.535213176442889,0.003187301789669955,0.5618467803555823,0.20308745670236994,0.4481522438728326,0.11492988726972778,0.58680302844126,0.17654586013986012,1.0,0.7592086905469814,0.3643407977546912,0.8613465175552207,0.0,0.32700252467294016,0.38427856333544363,0.29926044028930127,0.0,0.43048960280102777,0.47300366940415906,0.11247083778825129,0.594726186624749,0.8584707760066872,0.666666666666667,9.055867167262477e-12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.002641435,0.9967331
6341,0.4327733553291568,0.3068376611008825,0.46271931224021046,0.1715025712248039,0.5849999053761505,0.22367930391547544,0.2818403236322583,0.33328759604829833,0.0,0.22869831200806762,0.26404601197832495,0.5672266446178869,0.3406083625284425,0.0,0.453634726364708,0.3178930536553218,0.3083245377489719,0.2466318394281,0.5609232775976634,0.0,0.0,0.7581068788988427,0.27553057811435655,0.8010905034593241,0.625,0.4049231122331881,0.27752426743607744,0.21740884697158924,0.6226415094339622,0.43048960280102777,0.4551808492049616,0.11247083778825129,0.594726186624749,0.8584707760066872,0.666666666666667,9.055867167262477e-12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.000237307,1.00018
321,0.18643233738145962,0.36397689035616787,0.5426825079551842,0.16054202169588228,0.8212210282935689,0.2868241143567434,0.0746748296926267,0.3816547749725574,0.0,0.1041814490899096,0.21613271223500335,0.8135676625644181,0.11628353367752706,0.0,0.3428774868785088,0.288126913897521,0.1330137024430804,0.3044817156997527,0.5112715861508359,0.0,0.0,0.7559114658311528,0.07205911133424035,0.8838052785101127,0.34375,0.2817305485425753,0.07292726986007111,0.05255898366538987,0.31839622641509435,0.26718723892645546,0.48715708544469916,0.06564928350996979,0.15368738536199775,0.40911552341981783,0.691358024691358,0.03461617623761981,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.000958546,1.0014653
10140,0.3805145357355006,0.3281696400228554,0.5263647177651293,0.2119665177733569,0.5856800951731109,0.2623368551895585,0.2693007954786354,0.3409028540065862,0.9445544554455446,0.2421983957218021,0.3114364483315905,0.6194854642162668,0.3215947770342896,0.019388036781462652,0.38600578610768904,0.34414845774219366,0.34133258992877613,0.264943634863899,0.5213758424151911,0.07004764195804196,0.0017270366896551723,0.7558374739791078,0.2681261893177418,0.7615312632176423,0.375,0.4159972458113381,0.2648423762224328,0.20772209399219255,0.27358490566037735,0.05957694506205766,0.36781408352262823,0.877166931482023,0.6019647473319546,0.4282004680198445,0.4444444444444442,0.11277401114096008,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.003242467,1.0037136
2215,0.15389401881258785,0.3884197828709288,0.7044508887479033,0.2035959611125709,0.679647455338063,0.28477315102548173,0.14269221101971508,0.41129253567508234,0.9456683168316832,0.14693022127676025,0.28339195741040024,0.8461059811334605,0.1293586273854899,0.030708416070375624,0.22202267149269023,0.2951842070495342,0.28807450018375097,0.27418201814682425,0.41571594657693495,0.10251048951048951,1.0,0.7202414822816575,0.08747522341788092,0.8063304427102166,0.0,0.2568854716548084,0.08216574117538938,0.059289288923417206,0.0,0.9999999999999999,0.3959461820723398,0.14995082577313212,0.2862409181898106,0.0,0.7407407407407405,2.524203068787756e-12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.996871529,0.9965277
9253,0.38281406918100136,0.36010412037330963,0.5084465660428219,0.15067001989414813,0.602144307420445,0.23654443753884377,0.31163340576185194,0.40552963776070255,0.998019801980198,0.1669400197640612,0.2705580378362963,0.6171859307646206,0.31032653616332734,0.003187301789669955,0.4715392096404936,0.32402631594426806,0.3138319559866932,0.24883145449546343,0.5495666228721039,0.17482517482517482,0.0020833333333333337,0.7565069277575586,0.2737650733817351,0.8179981284365868,0.75,0.3768074363093873,0.24632097078670762,0.1908527763114528,0.5660377358490566,0.43048960280102777,0.49676742966975485,0.11247083778825129,0.3439126901049423,0.8584707760066872,0.8765432098765431,0.04791738018536407,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.996871529,0.99780184
7660,0.1295704592423178,0.5514570503460097,0.7127217403093409,0.32682707105589137,0.7010360782839378,0.46351771286513366,0.14370935764550413,0.5681256860592755,0.9554455445544554,0.13805410814414878,0.45845612700827065,0.870429540709133,0.12125273617020554,0.004063809781829192,0.21561378258381467,0.4852431656513521,0.2867260500463324,0.42243607368710484,0.39492140608901954,0.024160839160839158,0.0002879166666666667,0.6131896788385707,0.09977306365349321,0.6926537848754009,0.75,0.42018590773468,0.08408295850976559,0.06282075548205285,0.5660377358490566,0.26718723892645546,0.4847108160055924,0.06564928347485477,0.25206208096347055,0.40911552341981783,0.4814814814814814,0.06376125533745913,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.002761641,1.0029368
8988,0.615406497209563,0.23071551012634095,0.3383561089768814,0.10172290829923801,0.45865709300857116,0.1351149782473586,0.5271547812158085,0.2681119648737649,0.955280495049505,0.29391948863521783,0.20743416674588844,0.38459350272377,0.5592082559809554,0.003187301789669955,0.6322487063027058,0.26448048758903175,0.4606414885938913,0.1379158647236735,0.6401741070162669,0.0893006993006993,0.0010641666666666668,0.760658260513014,0.4432734733323376,0.8370490660810908,0.625,0.4219646545788388,0.4448628195020521,0.3581114478670103,0.5660377358490566,0.4304896028007784,0.38878210728639084,0.11247083775309363,0.38140885355814497,0.8584707760066701,0.7839506172839505,0.11277401114426766,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.000237307,1.0005121
2342,0.2601504856179265,0.24880959939051464,0.5720876022747523,0.08787207687399108,0.6923201779412733,0.14592914853946526,0.19411589541091087,0.2639270032930843,0.9443069306930694,0.16020036209458535,0.12981271984028903,0.7398495142980885,0.21442818977965697,0.003585714513378699,0.35301819200201134,0.14992200825263136,0.26428223554490593,0.15375309320868866,0.48262238059680324,0.04750349650349651,0.0005660833333333334,0.7526842723898312,0.12279824630706482,0.9193343019879333,0.75,0.15939866880881343,0.12734204437881042,0.09063465473984392,0.5660377358490566,0.4304896028007784,0.47457627118644163,0.11247083775309363,1.0,0.8584707760066701,0.5925925925925926,5.799805080641818e-12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.008050722,1.0059458
9666,0.6259534840496941,0.22093835312043678,0.35549401943548364,0.13651889944071155,0.42474899161594726,0.1564947172156617,0.4604212409734425,0.2493139407244786,0.9655940594059406,0.35771960459036295,0.2579142504040308,0.3740465159010875,0.5447207487364477,0.0854196879631548,0.6032440594682069,0.3070256285224094,0.4566591776735016,0.16992026395380824,0.6500326096203104,0.05692307692307693,0.0012333333333333335,0.7602197044398306,0.4366994521512953,0.7867886031869173,0.375,0.4936309387193023,0.4647151361200226,0.38061437184822705,0.3113207547169811,0.20815655355630866,0.37375502358902946,0.26069040327561765,0.4960359781778742,0.5012204988116105,0.4012345679012346,0.4713332798671157,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.02572106,1.0217246
3279,0.22086774919949487,0.2746492286204048,0.5906685561883073,0.10547652115160829,0.7222131417161762,0.17880671224362937,0.12138027099779095,0.2933589462129528,0.0,0.14999108973342679,0.15367430364103035,0.7791322507298227,0.15657939113207486,0.0,0.3334545621070934,0.1794442028051122,0.21830089288621185,0.19417102007148765,0.47961189825798467,0.0,0.0,0.7510127765597367,0.09103025316065119,0.908212306296474,0.375,0.17936653660775764,0.09452798535092695,0.0672155773586022,0.30424528301886794,0.20882043428391192,0.4843613489428631,0.2584918802956082,0.617164640057008,0.5001846444223328,0.45679012345678993,0.11277401114096008,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.011536707,1.0073519
10661,0.18848428277820653,0.39641927496666873,0.6361426129346814,0.21921099057843174,0.7126152852466411,0.33903045369794904,0.06464125146000343,0.3949643249176729,0.9534653465346534,0.1724768701782643,0.32156098488449475,0.8115157171715732,0.11686425259308016,0.003187301789669955,0.2971487029922901,0.3539325044395584,0.21544957520857122,0.35694253505636525,0.46676654347476754,0.0907972027972028,0.001341322314049587,0.7454721169450902,0.07551972302595142,0.7955240267979828,0.45,0.34151939407849446,0.07635035353717033,0.05583449429855925,0.4566037735849056,0.4293797894557688,0.4903022890092614,0.11476161041764499,0.38140885355814497,0.8571833408185601,0.3765432098765431,0.11277401114096008,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.013460009,1.015492
6808,0.2497847853256116,0.33521681163100736,0.5595844422572936,0.22409068728651327,0.7197686417978573,0.2815413300186451,0.05975990767136459,0.36361141602634467,0.9698019801980198,0.18618406076017438,0.25891244414868336,0.7502152146207798,0.14152341711260097,0.05974695373631453,0.2686113419703469,0.3115710328981028,0.1749972760003435,0.32301347264228775,0.47296709736570974,0.05863989510489511,0.0006987920833333335,0.7535527299598693,0.09156075989071859,0.8068454513777028,0.75,0.32384668349781964,0.09733240584282138,0.07193801176534441,0.5660377358490566,0.26718723892645546,0.5818626594443472,0.06564928347485477,0.30530545135481973,0.40911552341981783,0.0,0.06376125533745913,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.991462241,0.99220103
11024,0.934901309007119,0.15218081391657673,0.07326995527015678,0.04519349874253957,0.1524892339301499,0.04947172156618995,0.9210789762562307,0.18585345773874837,0.0,0.45791926481493817,0.201207339100675,0.06509869097550258,0.9085654362666706,0.0,0.9439880728792602,0.34150702884058903,0.7976380057028158,0.035468792961231975,0.9156875903853605,0.0,0.0,0.7629566494609467,0.8659602872343574,0.8180682572764149,0.25,0.7246385127381227,0.840119086418784,0.7829316631071452,0.40566037735849053,0.43048960280052906,0.013629215446444576,0.11247083771792177,0.15995650277649665,0.8584707760066529,1.0,0.09035849377299243,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976196031,0.9749049
3132,0.24425850283320355,0.3569932067805218,0.5822958562248789,0.18798093164670998,0.701439963505715,0.27980111870727165,0.10477302488130538,0.37596048298573,0.9517326732673267,0.1667183405814697,0.26651772982222643,0.7557414971127853,0.1570606312281314,0.006373252800841448,0.32826452321569555,0.310549846941072,0.21152809909312764,0.30651635963706364,0.4881234817622427,0.08337651748251748,0.0017363362810227682,0.7518660289150882,0.10889883445116717,0.8236960966726056,0.375,0.317248106495295,0.11016363851016349,0.08176570399911531,0.323899358490566,0.20815655355655796,0.513891315743491,0.26069040334601823,0.4700395049461313,0.5012204988113586,0.40740740740740744,0.11277401114756103,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.000117101,0.99764943
9222,0.5701003517997639,0.20030474255602818,0.3439808362034334,0.10720318306369882,0.5203483447522111,0.1380360472343068,0.4354200143785626,0.21233534577387486,0.9627062376237624,0.3298989602921532,0.18395284722882405,0.4298996481258272,0.5185872100115355,0.012894764856810468,0.5773569294467256,0.23164332157536416,0.4149729951050045,0.1398955182843004,0.6152442885904135,0.08545227552447553,0.001970915387096774,0.7609693956279825,0.3647050040567092,0.8542591216801114,0.375,0.3758893734220795,0.3968940884419692,0.31364660691850854,0.29245283018867924,0.43048960280052906,0.6002096802376369,0.11247083772575195,0.3439126901049423,0.8584707760066567,0.5617283950617282,0.11277401114169017,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.005406182,0.99980336
9703,0.5684980037072627,0.2811884959685099,0.3559981809399664,0.1681243196576705,0.5096320427819536,0.21578620261031675,0.40007314453436027,0.3064626783754114,0.9631188118811881,0.2925628975502078,0.2962734100199639,0.43150199625942437,0.4759492801336018,0.031665843280371,0.5831746815615821,0.37621638012413006,0.37338311295043003,0.23563376409128398,0.6706050266075596,0.08732167832167832,0.0018363235294117648,0.7617580094017131,0.42430066466936706,0.769151199970195,0.5,0.5589281615790683,0.4328100055158461,0.3567650434829673,0.32075471698113206,0.20815655355630866,0.3882579066922929,0.26069040327561765,0.4960359781778742,0.5012204988116105,0.4012345679012346,0.4713332798671157,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.010575056,1.0083243
7109,0.5353762944276157,0.27376039616532283,0.37524181720411115,0.13828309748132583,0.5369686426775654,0.190863890615289,0.449267844927116,0.29459385290889134,0.9529702970297029,0.2608374392600035,0.24721931742561065,0.46462370552205184,0.4859164683227636,0.003187301789669955,0.5705663658158564,0.3123112621854465,0.4016185778912031,0.18751718449271373,0.6309299885630028,0.0834965034965035,0.0014560975609756097,0.7617456952665494,0.4150827614151444,0.814358003344269,0.5,0.45639201285288056,0.4063919570716853,0.3274889282454486,0.38679245283018865,0.26718723892645546,0.44469683732308196,0.06564928347485477,0.3549525459307836,0.40911552341981783,0.1728395061728396,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.98785605,0.9881709
5857,0.24487984891079273,0.42181448796901755,0.6148067140197256,0.2835854509965843,0.6643767111332457,0.3571783716594158,0.11648755277171392,0.44408616904500553,0.950660099009901,0.18652305879942271,0.3715182051525811,0.755120151043416,0.16567519013406234,0.2143990501840667,0.2682545220185755,0.4116793773508477,0.24897905027988304,0.3779488589496838,0.4513691314498519,0.11383216783216783,0.0016278,0.7487516024710439,0.13023014123138466,0.7248122409889919,0.625,0.413644709662612,0.12675488134671892,0.09684857403398715,0.4716981132075472,0.4304896028007784,0.521929058186267,0.11247083775309363,0.9430881569199637,0.8584707760066701,0.9938271604938271,5.799805080641818e-12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.979441603,0.98213893
2613,0.2548515071684381,0.35546949400038097,0.5462971532292715,0.1783716827446417,0.7281348375754103,0.2800497203231821,0.13378998491010885,0.3730790340285401,0.0,0.15523562108792166,0.25320847989352585,0.7451484927779309,0.18119038472943422,0.0,0.3579113092394015,0.30950400870509664,0.2061207059911626,0.2970030244707178,0.5107895308940706,0.0,0.0,0.7548678791882311,0.13172103417810768,0.8394882347913557,0.375,0.3260844617856324,0.13154160736492282,0.09855465821362687,0.3113207547169811,0.22008526817018545,0.5257731958762875,0.22127801931358704,0.1989593215726558,0.48260824860728574,0.37037037037037024,0.11277401114169017,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.00480515,1.0071845
4372,0.6888948853847239,0.21712907117008443,0.28323183702060994,0.09308959873878596,0.4025063645766308,0.12722187694220013,0.6604854244779801,0.25102908891328213,0.0,0.3344076555119092,0.22273980416389394,0.31110511456291845,0.6702742049177424,0.0,0.7147449195550999,0.29093654668629443,0.5614869680315975,0.11053065713500154,0.7033800580356719,0.0,0.0,0.7624694952819283,0.5730442128681733,0.8237333526187642,0.375,0.5035574936883178,0.5594490465763958,0.4677145146585471,0.3962264150943396,0.22389430911396438,0.31294775467412217,0.20869270697346565,0.0942345435423528,0.4766650409315145,0.5308641975308643,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.996751322,0.9963812
6762,0.14836498567308398,0.39007047171608145,0.5919403898655821,0.1909087496715589,0.8143084322750055,0.3215040397762585,0.05142559956663782,0.4020993413830955,0.0,0.1116552858089416,0.24997623348227022,0.851635014274932,0.08948961574696072,0.0,0.2912182255364005,0.3141112750998039,0.14743190823837876,0.33230684630189733,0.48464039623051686,0.0,0.0,0.7496713826268407,0.04902605232907336,0.8585369809096148,0.3,0.2913128299288502,0.050102172680333616,0.03513118198449448,0.28867924528301886,0.2671872389267048,0.5484885549536958,0.06564928353729726,0.0009588194512564364,0.4091155234195661,0.3209876543209873,0.0020969995609778636,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999876688,1.0018485
2960,0.39167981088836223,0.3700082534442257,0.46004499493971185,0.22469126534289258,0.6436242800262284,0.30292106898694837,0.27966908041916316,0.37932217343578484,0.9534653465346534,0.2033721657514837,0.32427036790569447,0.6083201890729759,0.3268001709930628,0.003187301789669955,0.43180646074848716,0.4029566343942121,0.290614057228686,0.30684630189716816,0.5777999376163785,0.09321678321678323,0.002127127614316434,0.7606353938126994,0.3015311434404116,0.7637994928808268,0.4583333375,0.4942621069543265,0.28690197367342896,0.22965754067821453,0.29559749056603773,0.20815655355630866,0.37462869124585074,0.26069040324823334,0.4700395049461313,0.5012204988118621,0.4382716049382718,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.975715205,0.97888374
9816,0.2017958397220795,0.44930480604406065,0.6642609636952779,0.2978491798355918,0.6641601583876882,0.36749533871970164,0.1535499851286339,0.4510153677277717,0.9606435643564356,0.16924689132299925,0.383021199733815,0.7982041602301377,0.16382481103100555,0.00776107985784634,0.22028031246582397,0.40953178713094224,0.28968453474441946,0.35666758317294467,0.4114766959365576,0.09520979020979022,0.002062878787878788,0.7372689729335135,0.13576025129129687,0.7140693793378521,0.5,0.3852995180169843,0.12249746614444566,0.09285100587277902,0.3113207547169811,0.20815655355630866,0.33671151493971774,0.26069040327561765,0.5367377018199408,0.5012204988116105,0.4012345679012346,0.4713332798671157,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.011055882,1.0113912
3822,0.36886397544043686,0.2583328042663955,0.5012243434683825,0.1293870350212079,0.628596909163751,0.16538222498446217,0.23064700162349816,0.2829308452250272,0.9559405940594059,0.20574154152286803,0.17411350888867766,0.6311360244797509,0.28457347538147515,0.003187301789669955,0.37850408952063175,0.20881564173219747,0.2793919682718541,0.18608743469892783,0.5063659650084594,0.039384615384615386,0.0006599999793750007,0.7562589878609445,0.18619584662997257,0.8674280028840483,0.5,0.25206564149644256,0.19522119585754255,0.14485767354236465,0.4025157358490566,0.2612978637918685,0.5629914380569652,0.08510340299265806,0.6506714667910498,0.41830464764664044,0.6358024691358026,0.11277401114426766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.987495431,0.9913561
9386,0.24402886932942686,0.35058091549742876,0.621458242145145,0.24961525468263207,0.6580787202706447,0.2873213175885644,0.09946042023818166,0.3734220636663008,0.959529702970297,0.2037177536913738,0.29822226447380934,0.7559711306175056,0.16122226648179605,0.07582931042725781,0.22885637559240002,0.3243584277450629,0.24998868909826255,0.3110255705251583,0.43292815486261416,0.11577131468531468,0.0027592163333333333,0.7485381379478203,0.11169608387562678,0.7646191236963158,0.375,0.3263713564379161,0.11460839563420608,0.08540296506333013,0.2830188679245283,0.3528815779458999,0.5360824742268042,0.09021930217802776,0.34995889785876255,0.6449186094373263,0.2469135802469138,0.11031760485057696,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.01478228,1.011815
4004,0.25239620984269695,0.292489365754555,0.5917642672105985,0.1470290154273488,0.6803706189564048,0.20932256059664386,0.13249953775952894,0.30927552140504916,0.0,0.1841857757012917,0.20187280159711002,0.7476037900916297,0.1819955893668485,0.0,0.3110649539828123,0.22595565088063835,0.246481918668278,0.2258454770415179,0.4734066183351133,0.0,1.0,0.7511094407314524,0.11570084230189305,0.8610550445646861,0.0,0.2351962359421621,0.11998897775212679,0.08737610407043213,0.0,0.26718723892645546,0.45692818451861017,0.06564928347485477,0.1629570362785559,0.40911552341981783,0.3209876543209873,0.11277401113839858,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.023196726,1.0179172
1118,0.1573467972319706,0.3526125325376166,0.659225768729418,0.1351300626853345,0.7263252027554403,0.2727781230577998,0.1434667785224013,0.35448682766190975,0.9559405940594059,0.152087667306972,0.24679152010647404,0.8426532027132321,0.14909740134928412,0.003187301789669955,0.3563004689507135,0.26123200457990453,0.26977778633412663,0.2534506461369262,0.47978203540743103,0.07670804475524476,0.0012325000449438202,0.7251422975248397,0.1001935779755984,0.8709278702967107,0.5,0.24655726417259566,0.0967817533283,0.07016622797030088,0.41981132075471694,0.2671872389267048,0.4785951424078281,0.06564928357239808,0.43917171209722855,0.4091155234193143,0.3209876543209873,0.11277401114756103,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.011416501,1.0114086
10685,0.270031227583,0.354326709415275,0.6691432880728093,0.26005029841222177,0.5728215308830678,0.28539465506525774,0.12878243173716594,0.3791163556531282,0.9945544554455445,0.23991346855836512,0.34832208384827457,0.7299687723647511,0.1865761850161047,0.003187301789669955,0.23393462080951055,0.3408367908760397,0.31781438687183317,0.30838603244432244,0.41012505080484307,0.07692307692307693,1.0,0.7449101900790127,0.13685348207610268,0.7191383795416639,0.0,0.3455932981409227,0.13850208979988998,0.10449484123255899,0.0,0.4293797894557688,0.5180849204962437,0.11476161041764499,0.38140885355814497,0.8571833408185601,0.3765432098765431,0.11277401114096008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.022235075,1.0252944
