feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,mean,std,min,25%,50%,75%,max
o3_july24_std_dev_3x3,float64,62 (0.55%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9.305505188521705e-05,0.00015734623799886833,2.7882226780431624e-14,5.792803631849937e-14,2.3864724372523624e-05,0.0001265748880745,0.0006365557550121
population_res1000_std_dev_3x3,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,8461.072470227044,3118.3494355097832,1752.0377237810778,6261.987499904867,7605.052371040382,10780.57413082624,15679.319065451038
street_width_res100_std_dev_3x3,float64,1338 (11.92%),0 (0.00%),0 (0.00%),14 (0.12%),11229.0,8.860222039227,4.7660021717544625,0.0,5.4076133,8.021519,11.144817,39.517654
street_lanes_res100_std_dev_3x3,float64,1329 (11.84%),0 (0.00%),0 (0.00%),23 (0.20%),11229.0,0.816823148012913,0.40981113852904294,0.0,0.4871462,0.76275563,1.0973376,2.1682582
street_width_res30_std_dev_3x3,float64,3227 (28.74%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,19.396623133335115,5.878898213183505,0.79855627,15.014356,18.671352,23.376562,39.75232
street_lanes_res30_std_dev_3x3,float64,2123 (18.91%),0 (0.00%),0 (0.00%),35 (0.31%),11229.0,1.7458652097096803,0.5764620008272249,0.0,1.4609692,1.6832509,2.0528517,3.334979
aod55_mean_5x5,float64,68 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.19159973313147505,0.010561124292129343,0.1732383333333333,0.18286,0.1902399999999999,0.20174,0.21014
building_height_res100_mean_5x5,float64,1336 (11.90%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,64.82363110514737,38.1357860818205,0.0,41.0914,57.08792,83.850876,284.26392
building_height_std_res100_mean_5x5,float64,1331 (11.85%),0 (0.00%),227 (2.02%),0 (0.00%),11229.0,25.10249149226485,21.75275945478169,-1.0,12.077799,17.915527,31.587805,148.16714
building_year_res100_mean_5x5,float64,1334 (11.88%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,1690.9748115081486,410.22670902581115,0.0,1623.0015,1876.1909,1935.0049,1976.0255
building_height_res30_mean_5x5,float64,3920 (34.91%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,57.97093152563364,47.00932671911433,0.0,28.986311,48.879772,72.4009,422.84
building_height_std_res30_mean_5x5,float64,3621 (32.25%),0 (0.00%),1761 (15.68%),0 (0.00%),11229.0,7.631174382283284,10.113886963426777,-1.0,1.2250406,4.3624697,9.545118,83.37862
building_year_res30_mean_5x5,float64,3882 (34.57%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,1397.720712502449,561.4023290857124,0.0,1085.2327,1613.8,1851.8721,2006.9335
var_res100_mean_5x5,float64,1339 (11.92%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,1.7602857453664622,0.9467489231620645,0.0,1.1525624,1.6137451,2.2216747,6.071308
building_area_per_pixel_res100_mean_5x5,float64,1339 (11.92%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,0.21009742979584112,0.07657054883681828,0.0,0.1725457,0.21165343,0.26070306,0.39484143
var_res30_mean_5x5,float64,3886 (34.61%),0 (0.00%),0 (0.00%),644 (5.74%),11229.0,1.4936865439130822,1.1820155751088488,0.0,0.7062529,1.2667814,1.9946032,10.437266
building_area_per_pixel_res30_mean_5x5,float64,3945 (35.13%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,0.21181681465314087,0.10647794343785352,0.0,0.1425063,0.22325876,0.28852922,0.5594481
canopy_heigth_res10_mean_5x5,int64,12 (0.11%),0 (0.00%),0 (0.00%),8536 (76.02%),11229.0,0.5866061091815834,1.375294299521943,0.0,0.0,0.0,0.0,11.0
canopy_heigth_count_res10_mean_5x5,int64,26 (0.23%),0 (0.00%),0 (0.00%),6991 (62.26%),11229.0,5.130020482678778,10.460037146275752,0.0,0.0,0.0,6.0,81.0
canopy_heigth_res30_mean_5x5,int64,11 (0.10%),0 (0.00%),0 (0.00%),7598 (67.66%),11229.0,0.6590079259061359,1.2860180015640779,0.0,0.0,0.0,1.0,10.0
canopy_heigth_count_res30_mean_5x5,int64,9 (0.08%),0 (0.00%),0 (0.00%),10608 (94.47%),11229.0,0.11684032416065544,0.6331244651827989,0.0,0.0,0.0,0.0,8.0
canopy_heigth_res5_mean_5x5,int64,18 (0.16%),0 (0.00%),0 (0.00%),9306 (82.87%),11229.0,0.5341526404844599,1.6347053343996794,0.0,0.0,0.0,0.0,18.0
canopy_heigth_count_res5_mean_5x5,int64,17 (0.15%),0 (0.00%),0 (0.00%),7973 (71.00%),11229.0,1.476266809154867,3.190665450857329,0.0,0.0,0.0,1.0,16.0
co_july24_mean_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.047530897410199696,0.0007312367804947676,0.046798107967274,0.0471410109172273,0.047349941209782,0.0476225381561302,0.051460488866795
hcho_july24_mean_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00017728283283735752,5.935001406818546e-05,0.0001029200225125,0.0001357775126908,0.0001531890869833,0.0002065258183163,0.0003712660020235
coastal_mean_5x5,float64,4115 (36.65%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10086684286223169,0.027084238911561063,0.0300045,0.0854038,0.1005012999999999,0.1178439,0.2219313999999999
lwir11_mean_5x5,float64,4118 (36.67%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,36.840410653682305,2.3818375686749023,28.03925459120002,35.71284621200002,37.12653928400002,38.317787614400025,46.36216604480001
landsat_8_arvi_mean_5x5,float64,4175 (37.18%),0 (0.00%),1193 (10.62%),0 (0.00%),11229.0,0.1605826333909798,0.18262336943033905,-0.1209754232190864,0.0453969551418744,0.1068404276835259,0.2076619699575912,0.8833809758527638
landsat_8_ndwi_mean_5x5,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.2714003807777708,0.14035719792373116,-0.805670803560009,-0.3117198597693396,-0.2330454984158765,-0.1821262316382274,-0.0012680845461376
landsat_8_awei_nsh_mean_5x5,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.8458423040831775,0.1425682103993155,-1.434548725,-0.93754425,-0.838258525,-0.7494239,-0.2709764249999999
landsat_8_awei_sh_mean_5x5,float64,4170 (37.14%),0 (0.00%),994 (8.85%),0 (0.00%),11229.0,0.12139820693962058,0.13698773786998059,-0.245941625,0.039458875,0.0841425249999999,0.1563888749999999,0.72677435
landsat_8_si_mean_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.32570932957408544,0.09478666637704086,0.0814312480624678,0.2687463369021627,0.2996598983562729,0.3502756284986235,0.7056536111906082
landsat_8_ndbi_mean_5x5,float64,4175 (37.18%),0 (0.00%),7898 (70.34%),0 (0.00%),11229.0,-0.05356315211710726,0.09487690850236238,-0.4326755950024736,-0.0793426391315605,-0.0275069975965143,0.0066194977593843,0.1999251291499652
landsat_8_ui_mean_5x5,float64,4175 (37.18%),0 (0.00%),2 (0.02%),0 (0.00%),11229.0,0.21387310755731795,0.11206778650289353,-0.0130062667251708,0.1488071470177038,0.1801058448461198,0.2349077962659634,0.7192168864070438
landsat_8_ibi_mean_5x5,float64,4077 (36.31%),0 (0.00%),8277 (73.71%),0 (0.00%),11229.0,-0.256331492052934,0.5091868166303669,-1.0,-0.6439211599388934,-0.37912358037199,0.0248274197353058,1.0
landsat_8_albedo_mean_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1579182349702647,0.026311211589714726,0.0526971596456692,0.1396122900590551,0.1562478704724409,0.1744058963582677,0.2823615831692913
no2_july24_mean_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00021522351039277842,3.261162733123382e-05,0.000154154652318,0.0001912797906964,0.0002049663797575,0.0002500107612265,0.0002705448042516
o3_july24_mean_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14808395102722546,0.0001696019351207209,0.1478044472093932,0.1479872000466322,0.1480409704799034,0.1481390951646465,0.1488509422378633
population_res1000_mean_5x5,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,13855.55845269991,3730.241085734425,3213.761588669617,11235.75514369462,14481.026901861524,16916.500402118145,19582.15770615134
street_width_res100_mean_5x5,float64,1345 (11.98%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,35.90642256211594,5.7250911133310955,9.826667,33.36366,36.917126,39.592873,54.645664
street_lanes_res100_mean_5x5,float64,1342 (11.95%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,3.170549035336183,0.6492195946772417,0.7252148,2.9748614,3.2856164,3.5884266,4.377222
street_width_res30_mean_5x5,float64,3572 (31.81%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,22.76381693079526,6.322919778843237,5.962,18.336666,22.922667,27.331001,44.782284
street_lanes_res30_mean_5x5,float64,2321 (20.67%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2.0104394390462192,0.596391818402083,0.24,1.64,2.036,2.4329522,3.84
aod55_std_dev_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.01809525813044139,0.004093166679987702,0.010237981571905,0.0147974862730127,0.0185411254602662,0.0209609732598465,0.0297215129718077
building_height_res100_std_dev_5x5,float64,1336 (11.90%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,33.4255253197079,26.396888382583807,0.0,15.504561,27.214897,43.624596,193.86247
building_height_std_res100_std_dev_5x5,float64,1331 (11.85%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,18.787343558033662,15.23930781767292,0.0,8.624157,14.689226,24.230595,113.404854
building_year_res100_std_dev_5x5,float64,1336 (11.90%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,348.1911462432808,359.1965511042073,0.0,16.869171,375.5367,703.557,995.7088
building_height_res30_std_dev_5x5,float64,3930 (35.00%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,38.30501358297266,35.71760609638646,0.0,16.187897,27.115429,51.91027,349.38998
building_height_std_res30_std_dev_5x5,float64,3620 (32.24%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,11.611851724208744,13.301675753394665,0.0,3.498097,7.2753124,14.901643,117.448006
building_year_res30_std_dev_5x5,float64,3902 (34.75%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,567.3449436168492,347.8228190385127,0.0,377.2287,633.8712,892.4755,1004.69525
var_res100_std_dev_5x5,float64,1339 (11.92%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,0.9617743204693204,0.6975978731070576,0.0,0.47633263,0.7713753,1.2356519,4.809387
building_area_per_pixel_res100_std_dev_5x5,float64,1337 (11.91%),0 (0.00%),0 (0.00%),90 (0.80%),11229.0,0.1097271243256746,0.03627178670103255,0.0,0.08666826,0.10869665,0.13211688,0.24959126
var_res30_std_dev_5x5,float64,3885 (34.60%),0 (0.00%),0 (0.00%),644 (5.74%),11229.0,1.0907316901236976,0.986912296456829,0.0,0.46862477,0.7869303,1.4123653,7.837853
building_area_per_pixel_res30_std_dev_5x5,float64,3944 (35.12%),0 (0.00%),0 (0.00%),567 (5.05%),11229.0,0.18013217365454984,0.06222850461605147,0.0,0.1599788,0.18790865,0.21612523,0.3484825
canopy_heigth_res10_std_dev_5x5,int64,9 (0.08%),0 (0.00%),0 (0.00%),7360 (65.54%),11229.0,0.8476266809154867,1.426325384141695,0.0,0.0,0.0,1.0,8.0
canopy_heigth_count_res10_std_dev_5x5,int64,12 (0.11%),0 (0.00%),0 (0.00%),6997 (62.31%),11229.0,9.670139816546442,13.526874245396598,0.0,0.0,0.0,21.0,40.0
canopy_heigth_res30_std_dev_5x5,int64,8 (0.07%),0 (0.00%),0 (0.00%),5671 (50.50%),11229.0,0.9602814141953869,1.243804937426487,0.0,0.0,0.0,2.0,7.0
canopy_heigth_count_res30_std_dev_5x5,int64,6 (0.05%),0 (0.00%),0 (0.00%),9813 (87.39%),11229.0,0.49309822780301005,1.3722371637907649,0.0,0.0,0.0,0.0,7.0
canopy_heigth_res5_std_dev_5x5,int64,11 (0.10%),0 (0.00%),0 (0.00%),8752 (77.94%),11229.0,0.5402083889927866,1.244048744042377,0.0,0.0,0.0,0.0,10.0
canopy_heigth_count_res5_std_dev_5x5,int64,6 (0.05%),0 (0.00%),0 (0.00%),7454 (66.38%),11229.0,1.8169026627482412,2.6965908869065696,0.0,0.0,0.0,4.0,7.0
co_july24_std_dev_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0006041683462245053,0.0006302745753265051,1.8750431124329263e-14,0.0002486099908794,0.000293275502369,0.0008214525948395,0.002394140762767
hcho_july24_std_dev_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,4.484207389575841e-05,4.2812320276603926e-05,1.6830531547846882e-07,1.204203903649774e-05,2.9341880724923857e-05,6.647899371936687e-05,0.0001719803694438
coastal_std_dev_5x5,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.03400015004032637,0.015564717316852899,0.0034444504293137,0.023498658079984,0.031825100424979,0.0417130914282315,0.1295524621783005
lwir11_std_dev_5x5,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.840303416248691,0.524048271665747,0.0783046226471809,0.5165829296078207,0.740613355593743,1.0452731587858088,7.488230996967965
landsat_8_arvi_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.13366463215440605,0.06786059708258384,0.0158936969747383,0.0830294895925179,0.1171772181819826,0.1734134516184617,0.3720595256450911
landsat_8_ndwi_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10828915652262118,0.05012837853111955,0.0245999040758858,0.0697023316784069,0.0953207925562556,0.137852867508937,0.3349905299999565
landsat_8_awei_nsh_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.18461577164349016,0.08003177312778098,0.0316679065289686,0.1324393312258343,0.1719832516581665,0.2177992410674277,0.7946676118454432
landsat_8_awei_sh_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10797272768254697,0.04824385238567206,0.0193589510458017,0.0728048179064064,0.0958549639326388,0.134350371079,0.3974747420835804
landsat_8_si_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0868237241859663,0.04069112931183294,0.0169695874281295,0.0576993665760022,0.0764839734330763,0.1066738123766086,0.328855442820233
landsat_8_ndbi_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.07812337436616469,0.030601578728999497,0.0187915670596158,0.0551154477636209,0.0707924758975664,0.0949859502207603,0.1905057548428538
landsat_8_ui_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.08936834581856878,0.04505931884864214,0.0229940237807746,0.0577158552608236,0.0756261712513044,0.1091428226898789,0.2878206724749335
landsat_8_ibi_std_dev_5x5,float64,4065 (36.20%),0 (0.00%),0 (0.00%),89 (0.79%),11229.0,0.5666154238953182,0.20711685752708117,0.0,0.4603915947911994,0.6056383504751388,0.719141112705661,0.9900749669624246
landsat_8_albedo_std_dev_5x5,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.03759474088170836,0.016565339263345115,0.0065319575635722,0.0266881409173037,0.0343882517428732,0.0450485595819936,0.1472612214243981
no2_july24_std_dev_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.785005464456744e-05,1.0490697437172977e-05,2.465019122373732e-07,8.49395509165785e-06,1.7134851537073394e-05,2.2603643774983816e-05,4.171346562302512e-05
o3_july24_std_dev_5x5,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00019927218307752792,0.00017741529207614923,5.015467188839803e-06,7.390403749455538e-05,0.0001502163650283,0.0002414007766935,0.0006664969322156
population_res1000_std_dev_5x5,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9372.546241627957,2144.6116089025395,4369.462292960965,7503.620462696437,8887.081313186085,11344.106927942688,13516.84815779535
street_width_res100_std_dev_5x5,float64,1345 (11.98%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,10.848969920776561,4.522806559782797,2.245446,7.90242,10.088955,13.366368,40.1141
street_lanes_res100_std_dev_5x5,float64,1342 (11.95%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.015645259820999,0.36300120999208196,0.20508477,0.75452274,0.98257744,1.2813514,2.1852531
street_width_res30_std_dev_5x5,float64,3937 (35.06%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.4296716344109,4.767724213061448,7.0839024,16.470413,19.906641,24.127972,36.96527
street_lanes_res30_std_dev_5x5,float64,3458 (30.80%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.8342734598548402,0.48655476084133,0.3530458,1.5028739,1.7959956,2.1832085,3.1606328
aod55_mean_9x9,float64,68 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.19146320569850353,0.0042786353833140535,0.1800989583333333,0.1893106995884773,0.1920715020576132,0.1952572016460905,0.1988941798941798
building_height_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,62.56261300752516,32.604315115138384,7.0454955,40.76502,55.698406,80.986946,212.4878
building_height_std_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,23.91975472634607,19.35007511737953,0.10764025,12.006195,18.589245,28.671694,122.11752
building_year_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1635.4796134143735,354.29196521044565,213.9739,1486.8263,1764.8187,1897.858,1966.469
building_height_res30_mean_9x9,float64,4039 (35.97%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,57.93385885632915,42.3382392051937,0.0,31.369797,49.556538,73.084206,350.45032
building_height_std_res30_mean_9x9,float64,3948 (35.16%),0 (0.00%),1140 (10.15%),0 (0.00%),11229.0,7.835461247938045,9.311369307921105,-1.0,2.108353,4.7816267,8.839174,68.084175
building_year_res30_mean_9x9,float64,4033 (35.92%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,1393.0972117646274,498.61542290750646,0.0,1119.9222,1561.9547,1779.4012,1981.2184
var_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7421199468501203,0.8145157181232235,0.22830282,1.1866376,1.6036669,2.1513932,5.6371436
building_area_per_pixel_res100_mean_9x9,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.20238956528649032,0.06262310580808089,0.005709423,0.16869985,0.20433202,0.23648156,0.3629353
var_res30_mean_9x9,float64,4048 (36.05%),0 (0.00%),0 (0.00%),355 (3.16%),11229.0,1.5685783099286226,1.0838351472130927,0.0,0.8677824,1.379878,2.0487728,8.326391
building_area_per_pixel_res30_mean_9x9,float64,4045 (36.02%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,0.21616263005542521,0.0914914147533603,0.0,0.1626204,0.22296698,0.28324464,0.50453985
canopy_heigth_res10_mean_9x9,int64,11 (0.10%),0 (0.00%),0 (0.00%),8135 (72.45%),11229.0,0.6102057173390328,1.305522184658006,0.0,0.0,0.0,1.0,10.0
canopy_heigth_count_res10_mean_9x9,int64,59 (0.53%),0 (0.00%),0 (0.00%),4135 (36.82%),11229.0,6.000445275625612,9.37744623244115,0.0,0.0,2.0,8.0,66.0
canopy_heigth_res30_mean_9x9,int64,10 (0.09%),0 (0.00%),0 (0.00%),7022 (62.53%),11229.0,0.6880398966960548,1.2050320422490908,0.0,0.0,0.0,1.0,9.0
canopy_heigth_count_res30_mean_9x9,int64,9 (0.08%),0 (0.00%),0 (0.00%),10676 (95.08%),11229.0,0.10196811826520616,0.5952434743717749,0.0,0.0,0.0,0.0,8.0
canopy_heigth_res5_mean_9x9,int64,13 (0.12%),0 (0.00%),0 (0.00%),8766 (78.07%),11229.0,0.5672811470300115,1.4145416064249725,0.0,0.0,0.0,0.0,12.0
canopy_heigth_count_res5_mean_9x9,int64,17 (0.15%),0 (0.00%),0 (0.00%),6913 (61.56%),11229.0,1.5372695698637457,2.734897199192448,0.0,0.0,0.0,2.0,16.0
co_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0478900520881341,0.0005936396972022118,0.0470569402813013,0.047435902208926,0.0477314339390532,0.0483965494898938,0.0496271745480474
hcho_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00018362559976738797,5.412410207294546e-05,0.0001055269182814,0.000137827400129,0.0001718016659576,0.000229644317835,0.0003029198017294
coastal_mean_9x9,float64,4151 (36.97%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10014375492964091,0.022674415224243266,0.0299322530864197,0.0891007098765432,0.1018685185185185,0.1142774691358024,0.195086049382716
lwir11_mean_9x9,float64,4168 (37.12%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,36.75621785895629,2.29731502313537,28.336100766666693,35.78400854444447,37.04302144222224,38.20506384666669,44.42328618222224
landsat_8_arvi_mean_9x9,float64,4175 (37.18%),0 (0.00%),744 (6.63%),0 (0.00%),11229.0,0.17017020273913133,0.16735561325899445,-0.1189092777534242,0.0679895703656132,0.1199766526219335,0.219269522664702,0.8701976348051012
landsat_8_ndwi_mean_9x9,float64,4175 (37.18%),0 (0.00%),11207 (99.80%),0 (0.00%),11229.0,-0.2777434846289067,0.12739853921510813,-0.7953049816258918,-0.3199550961229499,-0.2443902313104399,-0.2008131096106995,0.0622710110750326
landsat_8_awei_nsh_mean_9x9,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.8496283657065204,0.11742039534371207,-1.3060620910493828,-0.923932700617284,-0.8548197685185184,-0.7807982561728395,-0.2962549614197531
landsat_8_awei_sh_mean_9x9,float64,4174 (37.17%),0 (0.00%),620 (5.52%),0 (0.00%),11229.0,0.12935857743027032,0.12666651075893035,-0.2223946141975308,0.0536043827160493,0.0946836111111111,0.1643505324074074,0.7203189660493827
landsat_8_si_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.33037479816753873,0.08719525794228715,0.0316175451424589,0.2799625230161284,0.306388930610753,0.3544648740064785,0.70083741943956
landsat_8_ndbi_mean_9x9,float64,4175 (37.18%),0 (0.00%),8821 (78.56%),0 (0.00%),11229.0,-0.05822053720530077,0.08583506999721612,-0.4233517853012005,-0.0838523984305492,-0.0354171814857204,-0.004566754990203,0.1691396235312887
landsat_8_ui_mean_9x9,float64,4175 (37.18%),0 (0.00%),5 (0.04%),0 (0.00%),11229.0,0.2194717939923905,0.10348153158105948,-0.0124748388529299,0.1604456561522202,0.1884900391608887,0.2427880709667761,0.7136003857580787
landsat_8_ibi_mean_9x9,float64,4156 (37.01%),0 (0.00%),8322 (74.11%),0 (0.00%),11229.0,-0.22705767116588776,0.4370499598395162,-0.9998590652199676,-0.5513747171592978,-0.3102218578132319,0.020620329612305,0.99352075186282
landsat_8_albedo_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.15866240455415836,0.02097952258726559,0.0533855881816856,0.1455238138852435,0.1593212244519782,0.1731440702464275,0.2435815038094196
no2_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00020866467553710125,2.797352427068453e-05,0.0001622209650132,0.0001857993454944,0.0002014611782891,0.0002369302337481,0.0002607367467921
o3_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14814984174049603,0.00017467420720594252,0.147818306729392,0.1479944349984404,0.1481284186306441,0.1482429713790938,0.1486405564980556
population_res1000_mean_9x9,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,11809.829275863107,1607.0253199183785,6580.0501436044215,10873.916214669222,12305.175845432916,13012.335107574929,13871.859141765604
street_width_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,35.08549556345177,5.255106900170634,9.0637865,32.22138,36.39973,38.582478,54.640156
street_lanes_res100_mean_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,3.0859669469222553,0.5675393778357405,0.7680509,2.7902117,3.2329056,3.4704978,4.0829806
street_width_res30_mean_9x9,float64,4100 (36.51%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.61434264723484,4.631215451343459,4.6687245,17.94033,21.195023,23.820402,35.694626
street_lanes_res30_mean_9x9,float64,3690 (32.86%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.827724014612165,0.46546291098434917,0.25925925,1.6275722,1.8958554,2.1377718,2.9562807
aod55_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.021486526736022454,0.0025236217176403944,0.0174399900824834,0.0199775316646022,0.0207790952767824,0.0222973133304402,0.0276254971236886
building_height_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,39.54998727039808,24.8861671075146,7.350558,22.1147,33.889076,49.23052,162.69966
building_height_std_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,21.179807232799003,14.717722885864724,2.1103394,11.349022,17.619705,26.862404,94.62826
building_year_res100_std_dev_9x9,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,518.3830124597916,319.51516571062933,8.799742,299.2678,544.87396,808.4966,990.7869
building_height_res30_std_dev_9x9,float64,4041 (35.99%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,43.84647985070799,35.723018748966616,0.0,21.415445,33.169407,58.01562,308.21674
building_height_std_res30_std_dev_9x9,float64,3960 (35.27%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,13.327836853387655,13.36844714134034,0.0,5.668247,8.372878,17.5878,103.47758
building_year_res30_std_dev_9x9,float64,4042 (36.00%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,663.9144200996973,269.89362341568324,0.0,468.9737,717.70776,904.0457,1001.6719
var_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.1260242299278653,0.6340539496897893,0.18492112,0.6121174,1.03128,1.4101039,4.2122693
building_area_per_pixel_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.12438102212734883,0.027271975411741863,0.021691455,0.10530165,0.122910984,0.14127527,0.19728439
var_res30_std_dev_9x9,float64,4052 (36.09%),0 (0.00%),0 (0.00%),355 (3.16%),11229.0,1.3146872521739248,1.004547604432337,0.0,0.68072313,0.99535346,1.7249683,6.879327
building_area_per_pixel_res30_std_dev_9x9,float64,4041 (35.99%),0 (0.00%),0 (0.00%),328 (2.92%),11229.0,0.19323229073432188,0.05210839047926383,0.0,0.17895399,0.19842543,0.21889557,0.3424716
canopy_heigth_res10_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),5729 (51.02%),11229.0,1.1669783596045953,1.5363982993393368,0.0,0.0,0.0,2.0,7.0
