feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,unique,top,freq,mean,std,min,25%,50%,75%,max
building_height_std_res30_mean_3x3,float64,3143 (27.99%),0 (0.00%),2882 (25.67%),38 (0.34%),11229.0,,,,6.94781909908512,11.425647865560782,-1.0,-0.08262987,3.1202066,8.597992,112.92475
building_year_res30_mean_3x3,float64,3381 (30.11%),0 (0.00%),0 (0.00%),957 (8.52%),11229.0,,,,1369.3211216617688,624.3771705394324,0.0,1064.8889,1538.3334,1921.9099,2013.9445
building_area_res30_mean_3x3,float64,3804 (33.88%),0 (0.00%),0 (0.00%),957 (8.52%),11229.0,,,,1846.011977548281,1136.7769258371318,0.0,978.3675,1897.7405,2644.1753,5670.3794
var_res100_mean_3x3,float64,1325 (11.80%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,1.757714204947012,1.0741529159402212,0.0,1.1125998,1.5991443,2.225315,7.8494077
building_area_per_pixel_res100_mean_3x3,float64,1324 (11.79%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,0.21365406097357292,0.08841138863400827,0.0,0.16591915,0.21806282,0.27657744,0.48893845
var_res30_mean_3x3,float64,3661 (32.60%),0 (0.00%),0 (0.00%),1073 (9.56%),11229.0,,,,1.4128757658265205,1.2906973453613886,0.0,0.5492727,1.1426047,1.8900226,13.243403
building_area_per_pixel_res30_mean_3x3,float64,3805 (33.89%),0 (0.00%),0 (0.00%),957 (8.52%),11229.0,,,,0.19055411617664408,0.11734350874372887,0.0,0.10099174,0.19589376,0.27294433,0.5853235
None_mean_3x3,float64,1 (0.01%),0 (0.00%),0 (0.00%),11229 (100.00%),11229.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canopy_heigth_mean_3x3,int64,27 (0.24%),0 (0.00%),0 (0.00%),9912 (88.27%),11229.0,,,,0.5508950040074806,2.171243946810093,0.0,0.0,0.0,0.0,28.0
canopy_heigth_res10_mean_3x3,int64,15 (0.13%),0 (0.00%),0 (0.00%),8990 (80.06%),11229.0,,,,0.5601567370202155,1.5120526974373183,0.0,0.0,0.0,0.0,14.0
canopy_heigth_count_res10_mean_3x3,int64,10 (0.09%),0 (0.00%),0 (0.00%),8946 (79.67%),11229.0,,,,4.549292011755276,11.84693364276056,0.0,0.0,0.0,0.0,81.0
canopy_heigth_res30_mean_3x3,int64,11 (0.10%),0 (0.00%),0 (0.00%),8052 (71.71%),11229.0,,,,0.6324694986196455,1.341235838718395,0.0,0.0,0.0,1.0,10.0
canopy_heigth_count_res30_mean_3x3,int64,6 (0.05%),0 (0.00%),0 (0.00%),10682 (95.13%),11229.0,,,,0.10187906314008371,0.6024716304770908,0.0,0.0,0.0,0.0,8.0
canopy_heigth_res5_mean_3x3,int64,24 (0.21%),0 (0.00%),0 (0.00%),9636 (85.81%),11229.0,,,,0.5348650814854395,1.8768554605292394,0.0,0.0,0.0,0.0,25.0
canopy_heigth_count_res5_mean_3x3,int64,10 (0.09%),0 (0.00%),0 (0.00%),8861 (78.91%),11229.0,,,,1.459880666132336,3.675630279012761,0.0,0.0,0.0,0.0,16.0
co_july24_mean_3x3,float64,61 (0.54%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.04746024615160392,0.0007456747123255999,0.0467937812209095,0.0470999593484198,0.0473856294065015,0.047441318631175,0.0518660370907694
hcho_july24_mean_3x3,float64,56 (0.50%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.00017259417271957766,5.480794991150275e-05,7.901309028006265e-05,0.0001356658074455,0.0001453363361036,0.0002067688474198,0.0004143660716712
red_mean_3x3,float64,4026 (35.85%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.14271637676749682,0.043652639704271176,0.0267344444444444,0.1171269444444444,0.1420572222222222,0.1705502777777778,0.4501091666666666
blue_mean_3x3,float64,3965 (35.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.11134500774284832,0.03422958108191917,0.0287725,0.0902441666666666,0.1099922222222222,0.1318883333333333,0.3754252777777778
green_mean_3x3,float64,4019 (35.79%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.13430066383174513,0.037113331339757444,0.0428036111111111,0.1106919444444444,0.1324077777777778,0.1571730555555555,0.4176805555555555
nir08_mean_3x3,float64,4052 (36.09%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.23195027399293494,0.0500068749589669,0.0835952777777777,0.1981388888888889,0.2261766666666666,0.2564755555555555,0.4749355555555555
swir16_mean_3x3,float64,4026 (35.85%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.20784151697984382,0.039964130125294914,0.0853125,0.1785680555555555,0.2031347222222222,0.2338063888888889,0.3965605555555556
swir22_mean_3x3,float64,4028 (35.87%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.17298188257587,0.04487070523666663,0.0688766666666666,0.1427783333333333,0.1699147222222222,0.2014052777777777,0.3905502777777778
coastal_mean_3x3,float64,3990 (35.53%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.09939431798616673,0.03033311863392341,0.0064883333333333,0.0803197222222222,0.0981916666666666,0.1177991666666666,0.3381933333333333
lwir11_mean_3x3,float64,4064 (36.19%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,36.869015562878275,2.4287869259409804,27.83909534000003,35.666361140000014,37.15471896000002,38.38178814000001,47.26028498000001
ndvi_mean_3x3,float64,4175 (37.18%),0 (0.00%),1 (0.01%),0 (0.00%),11229.0,,,,0.24457706884149377,0.17760595905232704,-0.0048695361778389,0.1265186964878987,0.1889198635713648,0.2965465259751054,0.8877899575720398
evi_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.1777247844426352,0.13309476591009994,0.0094089033775068,0.0917696133908615,0.137407250105055,0.2132266829875033,0.759250066448177
savi_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.15474259527484052,0.11829457305600465,0.007958298111012,0.078395016002048,0.1177950892827786,0.1850977848569795,0.6655270160704292
gndvi_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.2686151446805864,0.1513776211094722,0.0188134380770025,0.1664334176173437,0.2242816513477459,0.3172655045778448,0.816451927591597
arvi_mean_3x3,float64,4175 (37.18%),0 (0.00%),1626 (14.48%),0 (0.00%),11229.0,,,,0.15539869740557405,0.19606762686042692,-0.1041423950987458,0.0266231131242026,0.0933147510295979,0.2069688621575326,0.8954981484140413
msavi_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.14228488812991613,0.12114808585083761,0.0073262760272859,0.06789980421124,0.1028320388870616,0.165297287938973,0.7313560615434125
ndwi_mean_3x3,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,,,,-0.26861514475696485,0.15137762114620562,-0.8164519277564684,-0.317265504683182,-0.2242816514154569,-0.1664334176724639,-0.0188134380519875
awei_nsh_mean_3x3,float64,4168 (37.12%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,,,,-0.8327857861774077,0.16317216717384558,-1.6783742361111111,-0.9311679166666668,-0.8186776388888889,-0.7212092361111112,-0.2640400694444444
awei_sh_mean_3x3,float64,4162 (37.06%),0 (0.00%),1463 (13.03%),0 (0.00%),11229.0,,,,0.1174433380334649,0.14461637210613384,-0.2340506249999999,0.0280343055555555,0.0777611805555555,0.1548261111111111,0.7725471527777779
ndsi_mean_3x3,float64,4175 (37.18%),0 (0.00%),11225 (99.96%),0 (0.00%),11229.0,,,,-0.23082884411591556,0.08613430200817174,-0.6209637344712838,-0.2533540676365387,-0.2093255015685023,-0.1792146446047429,0.0130992220116155
nbr_mean_3x3,float64,4175 (37.18%),0 (0.00%),1051 (9.36%),0 (0.00%),11229.0,,,,0.1477814614928931,0.15415413771461586,-0.148319743993799,0.0449028062065133,0.1059548514669034,0.1944336079769172,0.7132650570560545
si_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.32349211658529864,0.10381048825780065,0.0362125596339687,0.2589104651542093,0.2949606639410012,0.3535843856128988,0.975092710845811
ndbi_mean_3x3,float64,4175 (37.18%),0 (0.00%),7332 (65.30%),0 (0.00%),11229.0,,,,-0.05203365746167082,0.10183314785274887,-0.4341028979877265,-0.0823241119551816,-0.0243265724890731,0.0151401652465451,0.2191702821027054
ui_mean_3x3,float64,4175 (37.18%),0 (0.00%),5 (0.04%),0 (0.00%),11229.0,,,,0.21014747167674655,0.12005286059871824,-0.0465765267311237,0.1392649676942524,0.1753242706456742,0.230996104488245,0.7561100536357482
ibi_mean_3x3,float64,4175 (37.18%),0 (0.00%),8271 (73.66%),0 (0.00%),11229.0,,,,-0.8077455613907649,7.976106313750915,-61.26181312938149,-1.802075977148691,-0.810903084211117,0.04133881355479,280.0250156506629
albedo_mean_3x3,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.15528693276073144,0.03080691186167338,0.0521118044619422,0.1340390772637795,0.1522180599300087,0.1734302047790901,0.3936777559055118
no2_july24_mean_3x3,float64,56 (0.50%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.00021755391312171748,3.3649634217041896e-05,0.0001543010730529,0.0001952321475422,0.0002026755847517,0.0002539715205785,0.0002752337945473
overlay_level2_res30_mean_3x3,float64,62 (0.55%),0 (0.00%),7872 (70.10%),191 (1.70%),11229.0,,,,0.02110606599340993,1.8323785327997388,-1.0,-1.0,-1.0,0.6666667,8.0
overlay_level1_res30_mean_3x3,float64,19 (0.17%),0 (0.00%),9943 (88.55%),500 (4.45%),11229.0,,,,-0.7207528154546263,0.47453978553530063,-1.0,-1.0,-1.0,-0.5555556,1.0
sd_level1_res30_mean_3x3,float64,111 (0.99%),0 (0.00%),8341 (74.28%),157 (1.40%),11229.0,,,,1.3784842771057084,5.077598365510881,-1.0,-1.0,-1.0,0.0,23.0
sd_level2_res30_mean_3x3,float64,141 (1.26%),0 (0.00%),8327 (74.16%),165 (1.47%),11229.0,,,,1.8698607855276517,6.380118634176937,-1.0,-1.0,-1.0,0.0,33.0
zonedist_level1_res100_mean_3x3,float64,28 (0.25%),0 (0.00%),0 (0.00%),302 (2.69%),11229.0,,,,2.0116266378653487,0.9041533821044937,0.0,1.0,2.2222223,2.8888888,3.0
zonedist_level2_res100_mean_3x3,float64,260 (2.32%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,15.199077732995812,8.74186835307808,0.11111111,8.222222,12.777778,22.222221,35.444443
zonedist_level3_res100_mean_3x3,float64,555 (4.94%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,76.52523722865793,28.48139005683807,5.3333335,55.333332,85.888885,100.77778,118.44444
has_residence_res100_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),1177 (10.48%),11229.0,,,,0.7889096737599073,0.3398832146016332,0.0,0.6666667,1.0,1.0,1.0
has_manufacture_res100_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),7692 (68.50%),11229.0,,,,0.21486033427731768,0.3671218752797508,0.0,0.0,0.0,0.33333334,1.0
has_commercial_res100_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),6559 (58.41%),11229.0,,,,0.2397561917775403,0.3468736083674418,0.0,0.0,0.0,0.44444445,1.0
has_park_res100_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),5263 (46.87%),11229.0,,,,0.2418836197390685,0.31277461483715946,0.0,0.0,0.11111111,0.44444445,1.0
zonedist_level1_res1000_mean_3x3,float64,19 (0.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2.24331839503963,0.5300203642310342,0.6666667,1.8888888,2.3333333,2.6666667,3.0
zonedist_level2_res1000_mean_3x3,float64,53 (0.47%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,13.730984173016296,6.907942503370403,3.5555556,8.888889,10.888889,16.222221,33.22222
zonedist_level3_res1000_mean_3x3,float64,61 (0.54%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,85.71189683079527,13.165832447363721,54.444443,78.111115,86.44444,92.22222,115.55556
has_residence_res1000_mean_3x3,float64,7 (0.06%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.9235610234197168,0.15034978750440436,0.33333334,0.8888889,1.0,1.0,1.0
has_manufacture_res1000_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),1070 (9.53%),11229.0,,,,0.569616383087541,0.3158213462343995,0.0,0.33333334,0.6666667,0.8888889,1.0
has_commercial_res1000_mean_3x3,float64,7 (0.06%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.7561769802965534,0.19172485361083494,0.33333334,0.6666667,0.7777778,0.8888889,1.0
has_park_res1000_mean_3x3,float64,7 (0.06%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.9110240420696409,0.14729387867503854,0.33333334,0.8888889,1.0,1.0,1.0
zonedist_level1_res200_mean_3x3,float64,27 (0.24%),0 (0.00%),0 (0.00%),64 (0.57%),11229.0,,,,2.0527997893614747,0.752967720051729,0.0,1.3333334,2.2222223,2.6666667,3.0
zonedist_level2_res200_mean_3x3,float64,211 (1.88%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,15.034751261920029,6.707788635475533,2.2222223,9.333333,14.111111,20.0,33.333332
zonedist_level3_res200_mean_3x3,float64,399 (3.55%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,77.50394325986285,21.180994874860573,16.0,61.444443,81.44444,93.55556,115.666664
has_residence_res200_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),571 (5.09%),11229.0,,,,0.8475178409395315,0.2831201562669626,0.0,0.8888889,1.0,1.0,1.0
has_manufacture_res200_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),5983 (53.28%),11229.0,,,,0.2650676357200107,0.36479576296282995,0.0,0.0,0.0,0.44444445,1.0
has_commercial_res200_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),4361 (38.84%),11229.0,,,,0.3140776427473506,0.3426516218675386,0.0,0.0,0.22222222,0.5555556,1.0
has_park_res200_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),2220 (19.77%),11229.0,,,,0.3659967824125034,0.305362715046208,0.0,0.11111111,0.33333334,0.5555556,1.0
zonedist_level1_res30_mean_3x3,float64,28 (0.25%),0 (0.00%),0 (0.00%),1043 (9.29%),11229.0,,,,2.037066719508416,1.0729351537013894,0.0,1.0,2.5555556,3.0,3.0
zonedist_level2_res30_mean_3x3,float64,319 (2.84%),0 (0.00%),0 (0.00%),222 (1.98%),11229.0,,,,18.018018802424084,10.969091843519118,0.0,8.333333,16.0,30.0,40.0
zonedist_level3_res30_mean_3x3,float64,640 (5.70%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,83.40741724564967,32.09227328446908,3.0,61.11111,91.0,111.0,123.0
has_residence_res30_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),2319 (20.65%),11229.0,,,,0.6948278801326921,0.41169289748212395,0.0,0.33333334,1.0,1.0,1.0
has_manufacture_res30_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),8863 (78.93%),11229.0,,,,0.17726917541187995,0.3637554412128026,0.0,0.0,0.0,0.0,1.0
has_commercial_res30_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),8548 (76.12%),11229.0,,,,0.17762539679134384,0.349195136615895,0.0,0.0,0.0,0.0,1.0
has_park_res30_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),8479 (75.51%),11229.0,,,,0.14499164148989224,0.29752279919164176,0.0,0.0,0.0,0.0,1.0
zonedist_level1_res500_mean_3x3,float64,25 (0.22%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2.130109530806839,0.6359684688326391,0.33333334,1.6666666,2.2222223,2.6666667,3.0
zonedist_level2_res500_mean_3x3,float64,124 (1.10%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,14.700873788974976,6.322234808773261,4.2222223,9.666667,13.0,19.0,28.777779
zonedist_level3_res500_mean_3x3,float64,168 (1.50%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,79.51926005423456,16.51164038427035,41.444443,68.0,81.44444,90.22222,111.0
has_residence_res500_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),86 (0.77%),11229.0,,,,0.9209586338293703,0.17438032607447457,0.0,0.8888889,1.0,1.0,1.0
has_manufacture_res500_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),2785 (24.80%),11229.0,,,,0.4225962637768278,0.3482868122811709,0.0,0.11111111,0.44444445,0.7777778,1.0
has_commercial_res500_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),879 (7.83%),11229.0,,,,0.49619538247127964,0.2810539644645651,0.0,0.22222222,0.5555556,0.6666667,1.0
has_park_res500_mean_3x3,float64,10 (0.09%),0 (0.00%),0 (0.00%),55 (0.49%),11229.0,,,,0.7095912522869356,0.25289567754459097,0.0,0.5555556,0.7777778,0.8888889,1.0
o3_july24_mean_3x3,float64,61 (0.54%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.14806073573412015,0.00016909329596905432,0.1477905431151449,0.1479424812113652,0.1480074788892274,0.1480863855973445,0.1491121919708072
population_res1000_mean_3x3,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,15421.36906653994,4899.972716697131,1488.316998010026,12545.815345080407,16927.546059025106,18756.74118154106,23715.85494794722
B01_mean_3x3,float64,3132 (27.89%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1197.0056995280079,388.23665746838685,169.0,971.0,1191.0,1446.0,2817.0
B02_mean_3x3,float64,6448 (57.42%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1218.444206964111,461.7202987816683,225.55555555555557,932.6666666666666,1189.888888888889,1447.7777777777778,4604.666666666667
B03_mean_3x3,float64,6187 (55.10%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1377.1974451074104,459.091831641173,305.8888888888889,1087.0,1342.2222222222222,1601.5555555555557,4758.222222222223
B04_mean_3x3,float64,6397 (56.97%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1452.2429720663756,525.521720603088,212.11111111111111,1138.111111111111,1441.888888888889,1731.7777777777778,4887.333333333333
B05_mean_3x3,float64,6566 (58.47%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1684.3914467499828,466.0479381646143,554.2222222222222,1376.2222222222222,1639.6666666666667,1937.0,4498.888888888889
B06_mean_3x3,float64,6563 (58.45%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2137.5755731686804,447.4018487866836,696.1111111111111,1826.3333333333333,2089.0,2422.1111111111118,4325.111111111111
B07_mean_3x3,float64,6801 (60.57%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2295.8172193031933,539.5881031870416,780.5555555555555,1913.3333333333333,2219.222222222222,2607.0,4804.333333333333
B08_mean_3x3,float64,5827 (51.89%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2335.468034157588,602.3937844657768,506.44444444444446,1906.4444444444443,2250.222222222222,2673.555555555556,5288.0
B8A_mean_3x3,float64,6890 (61.36%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2338.19668319134,566.5641756237378,807.5555555555555,1941.4444444444443,2259.333333333333,2654.222222222222,5141.0
B09_mean_3x3,float64,3402 (30.30%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2477.5557534558334,524.438431257283,903.6666666666666,2126.333333333333,2405.0,2728.0,4895.0
B11_mean_3x3,float64,6276 (55.89%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2186.053353914962,440.5132764342387,1073.6666666666667,1881.4444444444443,2101.222222222222,2416.8888888888887,4699.333333333333
B12_mean_3x3,float64,6718 (59.83%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1903.0769139430638,515.9133739690885,829.3333333333334,1559.6666666666667,1844.6666666666667,2190.8888888888887,4571.777777777777
sentinel_2_ndvi_mean_3x3,float64,8991 (80.07%),0 (0.00%),10 (0.09%),0 (0.00%),11229.0,,,,0.2369839802259482,0.19366185758278165,-0.0140619085193163,0.0918883994731073,0.1746944273885101,0.3207514520299989,0.9090947770636368
sentinel_2_evi_mean_3x3,float64,8991 (80.07%),0 (0.00%),782 (6.96%),0 (0.00%),11229.0,,,,424496097.4096505,31152979720.830887,-169.87617222477425,0.4664024017498918,0.933838762380598,1.5887403311893589,2333333333339.569
sentinel_2_savi_mean_3x3,float64,8991 (80.07%),0 (0.00%),10 (0.09%),0 (0.00%),11229.0,,,,0.3554254111523549,0.29045554438616766,-0.0210915296446248,0.1378066961593844,0.2620039631111075,0.4810477057409862,1.3634971498531403
sentinel_2_gndvi_mean_3x3,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.2585387341313628,0.16505300866120187,0.0117020515814798,0.1365607171172609,0.2086151757844817,0.334402043725083,0.8442621265146178
sentinel_2_arvi_mean_3x3,float64,8991 (80.07%),0 (0.00%),2158 (19.22%),0 (0.00%),11229.0,,,,0.16916178671025944,0.20688850374440287,-0.1546349116680219,0.0163959369431434,0.1023745027574301,0.2561047366520655,0.9143225862837936
sentinel_2_msavi_mean_3x3,float64,8991 (80.07%),0 (0.00%),10 (0.09%),0 (0.00%),11229.0,,,,0.33647091641990795,0.2192850617546698,-0.0305013239550741,0.1626863994326615,0.2833726757305612,0.4634045479842825,0.9523030298263014
sentinel_2_ndwi_mean_3x3,float64,8991 (80.07%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,,,,-0.25853873413137024,0.1650530086612059,-0.8442621265146352,-0.3344020437250932,-0.2086151757844883,-0.1365607171172653,-0.0117020515814801
sentinel_2_awei_nsh_mean_3x3,float64,8810 (78.46%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,,,,-9052.752157113031,1951.718905817009,-22122.916666666668,-10098.305555555557,-8788.25,-7726.444444444444,-2775.722222222222
sentinel_2_awei_sh_mean_3x3,float64,8695 (77.43%),0 (0.00%),3894 (34.68%),0 (0.00%),11229.0,,,,777.561076973313,1612.4122073359745,-6135.222222222223,-272.8888888888889,438.5,1428.3333333333333,8387.944444444445
sentinel_2_ndsi_mean_3x3,float64,8991 (80.07%),0 (0.00%),11194 (99.69%),0 (0.00%),11229.0,,,,-0.2512511807760887,0.10581589712126019,-0.6612854890330836,-0.3048671361239762,-0.2343606888246799,-0.1796001225574837,0.1444768956437769
sentinel_2_nbr_mean_3x3,float64,8991 (80.07%),0 (0.00%),3629 (32.32%),0 (0.00%),11229.0,,,,0.09158007509517271,0.16561218913675405,-0.384046410306518,-0.0213480676676142,0.0524647677050559,0.1651963323266085,0.678788649601608
sentinel_2_si_mean_3x3,float64,8991 (80.07%),0 (0.00%),18 (0.16%),0 (0.00%),11229.0,,,,0.31548973991265816,0.12804997505010146,-0.0914952902565419,0.22874291666957,0.2902001824850357,0.3763754052132312,0.7940154922718667
sentinel_2_ndbi_mean_3x3,float64,8991 (80.07%),0 (0.00%),5478 (48.78%),0 (0.00%),11229.0,,,,-0.018365892446765276,0.11306504004308636,-0.4390806876209798,-0.071513620971857,0.0025664635343528,0.0570895916639197,0.4253836022125187
sentinel_2_ui_mean_3x3,float64,8991 (80.07%),0 (0.00%),72 (0.64%),0 (0.00%),11229.0,,,,0.23394375908007684,0.13833059327279873,-0.1574728896256162,0.1413352973777403,0.2012631135842685,0.2922761286957266,0.7950284307232511
sentinel_2_ibi_mean_3x3,float64,8991 (80.07%),0 (0.00%),7985 (71.11%),0 (0.00%),11229.0,,,,-0.6645451866286611,201.23235177020862,-7698.247900181178,-3.4094926979453137,-1.911614976399918,0.5960079852202615,11952.638983311004
sentinel_2_albedo_mean_3x3,float64,8987 (80.03%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1787.8989898378986,383.01386957747735,490.2660761154856,1558.9673009623798,1718.2703412073488,1950.3122265966751,4815.672572178478
street_width_res100_mean_3x3,float64,1331 (11.85%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,37.136220320242224,6.281616328198693,11.5,33.48488,37.13644,41.231644,70.65463
street_traffic_res100_mean_3x3,float64,30 (0.27%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2.3924362512912993,0.5469344598815975,0.33333334,2.0,2.3333333,2.7777777,3.7777777
street_lanes_res100_mean_3x3,float64,1288 (11.47%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,3.2756034790934185,0.7167759056088525,0.5555556,2.9820988,3.341891,3.7227511,4.919753
street_orientation_res100_mean_3x3,float64,34 (0.30%),0 (0.00%),134 (1.19%),122 (1.09%),11229.0,,,,1.7559790665250692,0.7902531322877822,-0.6666667,1.2222222,1.8888888,2.4444444,3.0
street_width_res30_mean_3x3,float64,2563 (22.82%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,27.28597526113634,8.712791203263288,3.1111112,20.444445,27.14815,33.333332,59.731487
street_traffic_res30_mean_3x3,float64,40 (0.36%),0 (0.00%),453 (4.03%),1 (0.01%),11229.0,,,,1.416500925806394,0.7374242954429582,-0.5555556,1.0,1.4444444,1.8888888,4.0
street_lanes_res30_mean_3x3,float64,1329 (11.84%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2.4091375993018076,0.8207858008437562,0.2777778,1.7777778,2.3777778,3.0,6.0
street_orientation_res30_mean_3x3,float64,34 (0.30%),0 (0.00%),1147 (10.21%),330 (2.94%),11229.0,,,,0.896112261555793,0.6507019024972669,-0.7777778,0.44444445,0.8888889,1.3333334,3.0
has_residence_res30_distance_mean_3x3,float64,604 (5.38%),0 (0.00%),0 (0.00%),6067 (54.03%),11229.0,,,,2.011508000880755,5.065819336715279,0.0,0.0,0.0,0.91584903,35.1127
has_manufacture_res30_distance_mean_3x3,float64,1875 (16.70%),0 (0.00%),0 (0.00%),1503 (13.38%),11229.0,,,,20.599391973609407,21.69888850321988,0.0,3.138071,13.256517,30.142138,92.35636
has_commercial_res30_distance_mean_3x3,float64,1521 (13.55%),0 (0.00%),0 (0.00%),1108 (9.87%),11229.0,,,,11.18287133125746,10.506329444023276,0.0,2.0,8.8679085,17.165825,48.52691
has_park_res30_distance_mean_3x3,float64,1203 (10.71%),0 (0.00%),0 (0.00%),706 (6.29%),11229.0,,,,7.070779614481254,6.313379645310085,0.0,1.9888327,5.787029,10.690356,29.489346
aod47_std_dev_3x3,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.01980389345704026,0.0059036816639641675,0.0055247913640165,0.0158921907991019,0.0190860623958368,0.0230162315243014,0.0344955713743727
aod55_std_dev_3x3,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.014381336523789881,0.004258201401326099,0.0040139502964246,0.0117357741568985,0.0138686519234148,0.0168720676464583,0.0250112320447246
building_height_res100_std_dev_3x3,float64,1323 (11.78%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,27.037168021542435,27.664649130073116,0.0,9.971631,18.278282,35.78291,226.64058
building_height_std_res100_std_dev_3x3,float64,1300 (11.58%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,16.00323120116484,15.215439815516405,0.0,6.183822,11.713296,21.291697,127.94769
