,aod_47,aod_55
2864,0.2525,0.1825
2865,0.2525,0.1825
2866,0.2525,0.1825
2867,0.2525,0.1825
2868,0.2525,0.1825
2869,0.2525,0.1825
2870,0.2525,0.1825
2871,0.2525,0.1825
2872,0.2525,0.1825
2873,0.2525,0.1825
2874,0.2525,0.1825
2875,0.2525,0.1825
2876,0.2525,0.1825
2877,0.2525,0.1825
2878,0.2525,0.1825
2879,0.2525,0.1825
2880,0.2525,0.1825
2881,0.2525,0.1825
2882,0.2525,0.1825
2883,0.2525,0.1825
2884,0.2525,0.1825
2885,0.2525,0.1825
2886,0.2525,0.1825
2887,0.2525,0.1825
2888,0.2525,0.1825
2889,0.2525,0.1825
2890,0.2525,0.1825
2891,0.2525,0.1825
2892,0.2525,0.1825
2893,0.2525,0.1825
2894,0.2525,0.1825
2895,0.2525,0.1825
2896,0.2525,0.1825
2897,0.2525,0.1825
2898,0.2525,0.1825
2899,0.2525,0.1825
2900,0.2525,0.1825
2901,0.2525,0.1825
2902,0.2525,0.1825
2903,0.2525,0.1825
2904,0.2525,0.1825
2905,0.2525,0.1825
2906,0.2525,0.1825
2907,0.2525,0.1825
2908,0.2525,0.1825
2909,0.2525,0.1825
2910,0.2525,0.1825
2911,0.2525,0.1825
2912,0.2525,0.1825
2913,0.2525,0.1825
2914,0.2525,0.1825
2915,0.2525,0.1825
2916,0.2525,0.1825
2917,0.2525,0.1825
2918,0.2525,0.1825
2919,0.2525,0.1825
2920,0.2525,0.1825
2921,0.2525,0.1825
2922,0.2525,0.1825
2923,0.2525,0.1825
2924,0.2525,0.1825
2925,0.2525,0.1825
2926,0.2525,0.1825
2927,0.2525,0.1825
2928,0.2525,0.1825
2929,0.2525,0.1825
2930,0.2525,0.1825
2931,0.2525,0.1825
2932,0.2525,0.1825
2933,0.2525,0.1825
2934,0.2525,0.1825
2935,0.2525,0.1825
2936,0.2525,0.1825
2937,0.2525,0.1825
2938,0.2525,0.1825
2939,0.2525,0.1825
2940,0.2525,0.1825
2941,0.2525,0.1825
2942,0.2525,0.1825
2943,0.2525,0.1825
2944,0.2525,0.1825
2945,0.2525,0.1825
2946,0.2525,0.1825
2947,0.2525,0.1825
2948,0.2525,0.1825
2949,0.2525,0.1825
2950,0.2525,0.1825
2951,0.2525,0.1825
2952,0.2525,0.1825
2953,0.2525,0.1825
2954,0.2525,0.1825
2955,0.2525,0.1825
2956,0.2525,0.1825
2957,0.2525,0.1825
2958,0.2525,0.1825
2959,0.2525,0.1825
2960,0.2525,0.1825
2961,0.2525,0.1825
2962,0.2525,0.1825
2963,0.2525,0.1825
2964,0.2525,0.1825
2965,0.2525,0.1825
2966,0.2525,0.1825
2967,0.2525,0.1825
2968,0.2525,0.1825
2969,0.2525,0.1825
2970,0.2525,0.1825
2971,0.2525,0.1825
2972,0.2525,0.1825
2973,0.2525,0.1825
2974,0.2525,0.1825
2975,0.2525,0.1825
2976,0.2525,0.1825
2977,0.2525,0.1825
2978,0.2525,0.1825
2979,0.2525,0.1825
2980,0.2525,0.1825
2981,0.2525,0.1825
2982,0.2525,0.1825
2983,0.2525,0.1825
2984,0.2525,0.1825
2985,0.2525,0.1825
2986,0.2525,0.1825
2987,0.2525,0.1825
2988,0.2525,0.1825
2989,0.2525,0.1825
2990,0.2525,0.1825
2991,0.2525,0.1825
2992,0.2525,0.1825
2993,0.2525,0.1825
2994,0.2525,0.1825
2995,0.2525,0.1825
2996,0.2525,0.1825
2997,0.2525,0.1825
2998,0.2525,0.1825
2999,0.2525,0.1825
3000,0.2525,0.1825
3001,0.2525,0.1825
3002,0.2525,0.1825
3003,0.2525,0.1825
3004,0.2525,0.1825
3005,0.2525,0.1825
3006,0.2525,0.1825
3007,0.2525,0.1825
3008,0.2525,0.1825
3009,0.2525,0.1825
3010,0.2525,0.1825
3011,0.2525,0.1825
3012,0.2525,0.1825
3013,0.2525,0.1825
3014,0.2525,0.1825
3015,0.2525,0.1825
3016,0.2525,0.1825
3017,0.2525,0.1825
3018,0.2525,0.1825
3019,0.2525,0.1825
3020,0.2525,0.1825
3021,0.2525,0.1825
3022,0.2525,0.1825
3023,0.2525,0.1825
3024,0.2525,0.1825
3025,0.2525,0.1825
3026,0.249,0.18
3027,0.249,0.18
3028,0.249,0.18
3029,0.249,0.18
3030,0.249,0.18
3031,0.249,0.18
3032,0.249,0.18
3033,0.249,0.18
3034,0.249,0.18
3035,0.249,0.18
3036,0.249,0.18
3037,0.249,0.18
3038,0.249,0.18
3039,0.249,0.18
3040,0.249,0.18
3041,0.249,0.18
3042,0.249,0.18
3043,0.249,0.18
3044,0.249,0.18
3045,0.249,0.18
3046,0.249,0.18
3047,0.249,0.18
3048,0.249,0.18
3049,0.249,0.18
3050,0.249,0.18
3051,0.249,0.18
3052,0.249,0.18
3053,0.249,0.18
3054,0.249,0.18
3055,0.249,0.18
3056,0.249,0.18
3057,0.249,0.18
3058,0.249,0.18
3059,0.249,0.18
3060,0.249,0.18
3061,0.249,0.18
3062,0.249,0.18
3063,0.249,0.18
3064,0.249,0.18
3065,0.249,0.18
3066,0.249,0.18
3067,0.249,0.18
3068,0.249,0.18
3069,0.249,0.18
3070,0.249,0.18
3071,0.249,0.18
3072,0.249,0.18
3073,0.249,0.18
3074,0.249,0.18
3075,0.249,0.18
3076,0.249,0.18
3077,0.249,0.18
3078,0.249,0.18
3079,0.249,0.18
3080,0.249,0.18
3081,0.249,0.18
3082,0.249,0.18
3083,0.249,0.18
3084,0.249,0.18
3085,0.249,0.18
3086,0.249,0.18
3087,0.249,0.18
3088,0.249,0.18
3089,0.249,0.18
3090,0.249,0.18
3091,0.249,0.18
3092,0.249,0.18
3093,0.249,0.18
3094,0.249,0.18
3095,0.249,0.18
3096,0.249,0.18
3097,0.249,0.18
3098,0.249,0.18
3099,0.249,0.18
3100,0.249,0.18
3101,0.249,0.18
3102,0.249,0.18
3103,0.249,0.18
3104,0.249,0.18
3105,0.249,0.18
3106,0.249,0.18
3107,0.249,0.18
3108,0.249,0.18
3109,0.249,0.18
3110,0.249,0.18
3111,0.249,0.18
3112,0.249,0.18
3113,0.249,0.18
3114,0.249,0.18
3115,0.249,0.18
3116,0.249,0.18
3117,0.249,0.18
3118,0.249,0.18
3119,0.249,0.18
3120,0.249,0.18
3121,0.249,0.18
3122,0.249,0.18
3123,0.249,0.18
3124,0.249,0.18
3125,0.249,0.18
3126,0.249,0.18
3127,0.249,0.18
3128,0.249,0.18
3129,0.249,0.18
3130,0.249,0.18
3131,0.249,0.18
3132,0.249,0.18
3133,0.249,0.18
3134,0.249,0.18
3135,0.249,0.18
3136,0.249,0.18
3137,0.249,0.18
3138,0.249,0.18
3139,0.249,0.18
3140,0.249,0.18
3141,0.249,0.18
3142,0.249,0.18
3143,0.249,0.18
3144,0.249,0.18
3145,0.249,0.18
3146,0.249,0.18
3147,0.249,0.18
3148,0.249,0.18
3149,0.249,0.18
3150,0.249,0.18
3151,0.249,0.18
3152,0.249,0.18
3153,0.249,0.18
3154,0.249,0.18
3155,0.249,0.18
3156,0.249,0.18
3157,0.249,0.18
3158,0.249,0.18
3159,0.249,0.18
3160,0.249,0.18
3161,0.249,0.18
3162,0.249,0.18
3163,0.249,0.18
3164,0.249,0.18
3165,0.249,0.18
3166,0.249,0.18
3167,0.249,0.18
3168,0.249,0.18
3169,0.249,0.18
3170,0.249,0.18
3171,0.249,0.18
3172,0.249,0.18
3173,0.249,0.18
3174,0.249,0.18
3175,0.249,0.18
3176,0.249,0.18
3177,0.249,0.18
3178,0.249,0.18
3179,0.249,0.18
3180,0.249,0.18
3181,0.249,0.18
3182,0.249,0.18
3183,0.249,0.18
3184,0.249,0.18
3185,0.249,0.18
3186,0.249,0.18
3187,0.249,0.18
3188,0.249,0.18
3189,0.249,0.18
3190,0.249,0.18
3191,0.249,0.18
3192,0.249,0.18
3193,0.249,0.18
3194,0.249,0.18
3195,0.249,0.18
3196,0.249,0.18
3197,0.249,0.18
3198,0.249,0.18
3199,0.249,0.18
3200,0.249,0.18
3201,0.249,0.18
3202,0.249,0.18
3203,0.249,0.18
3204,0.249,0.18
3205,0.249,0.18
3206,0.249,0.18
3207,0.249,0.18
3208,0.249,0.18
3209,0.249,0.18
3210,0.2555,0.184
3211,0.2555,0.184
3212,0.2555,0.184
3213,0.2555,0.184
3214,0.2555,0.184
3215,0.2555,0.184
3216,0.2555,0.184
3217,0.2555,0.184
3218,0.2555,0.184
3219,0.2555,0.184
3220,0.2555,0.184
3221,0.2555,0.184
3222,0.2555,0.184
3223,0.2555,0.184
3224,0.2555,0.184
3225,0.2555,0.184
3226,0.2555,0.184
3227,0.2555,0.184
3228,0.2555,0.184
3229,0.2555,0.184
3230,0.2555,0.184
3231,0.2555,0.184
3232,0.2555,0.184
3233,0.2555,0.184
3234,0.2555,0.184
3235,0.2555,0.184
3236,0.2555,0.184
3237,0.2555,0.184
3238,0.2555,0.184
3239,0.2555,0.184
3240,0.2555,0.184
3241,0.2555,0.184
3242,0.2555,0.184
3243,0.2555,0.184
3244,0.2555,0.184
3245,0.2555,0.184
3246,0.2555,0.184
3247,0.2555,0.184
3248,0.2555,0.184
3249,0.2555,0.184
3250,0.2555,0.184
3251,0.2555,0.184
3252,0.2555,0.184
3253,0.2555,0.184
3254,0.2555,0.184
3255,0.2555,0.184
3256,0.2555,0.184
3257,0.2555,0.184
3258,0.2555,0.184
3259,0.2555,0.184
3260,0.2555,0.184
3261,0.2555,0.184
3262,0.2555,0.184
3263,0.2555,0.184
3264,0.2555,0.184
3265,0.2555,0.184
3266,0.2555,0.184
3267,0.2555,0.184
3268,0.2555,0.184
3269,0.2555,0.184
3270,0.2555,0.184
3271,0.2555,0.184
3272,0.2555,0.184
3273,0.2555,0.184
3274,0.2555,0.184
3275,0.2555,0.184
3276,0.2555,0.184
3277,0.2555,0.184
3278,0.2555,0.184
3279,0.2555,0.184
3280,0.2555,0.184
3281,0.2555,0.184
3282,0.2555,0.184
3283,0.2555,0.184
3284,0.2555,0.184
3285,0.2555,0.184
3286,0.2555,0.184
3287,0.2555,0.184
3288,0.2555,0.184
3289,0.2555,0.184
3290,0.2555,0.184
3291,0.2555,0.184
3292,0.2555,0.184
3293,0.2555,0.184
3294,0.2555,0.184
3295,0.2555,0.184
3296,0.2555,0.184
3297,0.2555,0.184
3298,0.2555,0.184
3299,0.2555,0.184
3300,0.2555,0.184
3301,0.2555,0.184
3302,0.2555,0.184
3303,0.2555,0.184
3304,0.2555,0.184
3305,0.2555,0.184
3306,0.2555,0.184
3307,0.2555,0.184
3308,0.2555,0.184
3309,0.2555,0.184
3310,0.2555,0.184
3311,0.2555,0.184
3312,0.2555,0.184
3313,0.2555,0.184
3314,0.2555,0.184
3315,0.2555,0.184
3316,0.2555,0.184
3317,0.2555,0.184
3318,0.2555,0.184
3319,0.2555,0.184
3320,0.2555,0.184
3321,0.2555,0.184
3322,0.2555,0.184
3323,0.2555,0.184
3324,0.2555,0.184
3325,0.2555,0.184
3326,0.2555,0.184
3327,0.2555,0.184
3328,0.2555,0.184
3329,0.2555,0.184
3330,0.2555,0.184
3331,0.2555,0.184
3332,0.2555,0.184
3333,0.2555,0.184
3334,0.2555,0.184
3335,0.2555,0.184
3336,0.2555,0.184
3337,0.2555,0.184
3338,0.2555,0.184
3339,0.2555,0.184
3340,0.2555,0.184
3341,0.2555,0.184
3342,0.2555,0.184
3343,0.2555,0.184
3344,0.2555,0.184
3345,0.2555,0.184
3346,0.2555,0.184
3347,0.2555,0.184
3348,0.2555,0.184
3349,0.2555,0.184
3350,0.2555,0.184
3351,0.2555,0.184
3352,0.2555,0.184
3353,0.2555,0.184
3354,0.2555,0.184
3355,0.2555,0.184
3356,0.2555,0.184
3357,0.2555,0.184
3358,0.2555,0.184
3359,0.2555,0.184
3360,0.2555,0.184
3361,0.2555,0.184
3362,0.2555,0.184
3363,0.2555,0.184
3364,0.2555,0.184
3365,0.2555,0.184
3366,0.2555,0.184
3367,0.2555,0.184
3368,0.2555,0.184
3369,0.2555,0.184
3370,0.2555,0.184
3371,0.2555,0.184
3372,0.2555,0.184
3373,0.2555,0.184
3374,0.2555,0.184
3375,0.2555,0.184
3376,0.2555,0.184
3377,0.2555,0.184
3378,0.2555,0.184
3379,0.2555,0.184
3380,0.2555,0.184
3381,0.2555,0.184
3382,0.2555,0.184
3383,0.2555,0.184
3384,0.2555,0.184
3385,0.2555,0.184
3386,0.2555,0.184
3387,0.2555,0.184
3388,0.2555,0.184
3389,0.2555,0.184
3390,0.2555,0.184
3391,0.2555,0.184
3392,0.2555,0.184
3393,0.2555,0.184
3394,0.2555,0.184
3395,0.2555,0.184
3396,0.2555,0.184
3397,0.2555,0.184
3398,0.2555,0.184
3399,0.2555,0.184
3400,0.2555,0.184
3401,0.2555,0.184
3402,0.2555,0.184
3403,0.2555,0.184
3404,0.2555,0.184
3405,0.2555,0.184
3406,0.2555,0.184
3407,0.2555,0.184
3408,0.2555,0.184
3409,0.2555,0.184
3410,0.2555,0.184
3411,0.2555,0.184
3412,0.2555,0.184
3413,0.2555,0.184
3414,0.2555,0.184
3415,0.2555,0.184
3416,0.2555,0.184
3417,0.2555,0.184
3418,0.2555,0.184
3419,0.2555,0.184
3420,0.2555,0.184
3421,0.2555,0.184
3422,0.2555,0.184
3423,0.2555,0.184
3424,0.2555,0.184
3425,0.2555,0.184
3426,0.2555,0.184
3427,0.2555,0.184
3428,0.2555,0.184
3429,0.2555,0.184
3430,0.2555,0.184
3431,0.2555,0.184
3432,0.2555,0.184
3433,0.2555,0.184
3434,0.2555,0.184
3435,0.2555,0.184
3436,0.2555,0.184
3437,0.2555,0.184
3438,0.2555,0.184
3439,0.2555,0.184
3440,0.2555,0.184
3441,0.2555,0.184
3442,0.2555,0.184
3443,0.2555,0.184
3444,0.2555,0.184
3445,0.2555,0.184
3446,0.2555,0.184
3447,0.2555,0.184
3448,0.2555,0.184
3449,0.2555,0.184
3450,0.2555,0.184
3451,0.2555,0.184
3452,0.2555,0.184
3453,0.2555,0.184
3454,0.2555,0.184
3455,0.2555,0.184
3456,0.2555,0.184
3457,0.2555,0.184
3458,0.2555,0.184
3459,0.2555,0.184
3460,0.2555,0.184
3461,0.2555,0.184
3462,0.2555,0.184
3463,0.2555,0.184
3464,0.2555,0.184
3465,0.2555,0.184
3466,0.2555,0.184
3467,0.2555,0.184
3468,0.2555,0.184
3469,0.2555,0.184
3470,0.2555,0.184
3471,0.2555,0.184
3472,0.2555,0.184
3473,0.2555,0.184
3474,0.2555,0.184
3475,0.2555,0.184
3476,0.2555,0.184
3477,0.2555,0.184
3478,0.2555,0.184
3479,0.2555,0.184
3480,0.2555,0.184
3481,0.2555,0.184
3482,0.2555,0.184
3483,0.2555,0.184
3484,0.2555,0.184
3485,0.2555,0.184
3486,0.2555,0.184
3487,0.2555,0.184
3488,0.2555,0.184
3489,0.2555,0.184
3490,0.2555,0.184
3491,0.249,0.18
3492,0.249,0.18
3493,0.249,0.18
3494,0.249,0.18
3495,0.249,0.18
3496,0.249,0.18
3497,0.249,0.18
3498,0.249,0.18
3499,0.249,0.18
3500,0.249,0.18
3501,0.249,0.18
3502,0.249,0.18
3503,0.249,0.18
3504,0.249,0.18
3505,0.249,0.18
3506,0.249,0.18
3507,0.249,0.18
3508,0.249,0.18
3509,0.249,0.18
3510,0.249,0.18
3511,0.249,0.18
3512,0.249,0.18
3513,0.249,0.18
3514,0.249,0.18
3515,0.249,0.18
3516,0.249,0.18
3517,0.249,0.18
3518,0.249,0.18
3519,0.249,0.18
3520,0.249,0.18
3521,0.249,0.18
3522,0.249,0.18
3523,0.249,0.18
3524,0.249,0.18
3525,0.249,0.18
3526,0.249,0.18
3527,0.249,0.18
3528,0.249,0.18
3529,0.249,0.18
3530,0.249,0.18
3531,0.249,0.18
3532,0.249,0.18
3533,0.249,0.18
3534,0.249,0.18
3535,0.249,0.18
3536,0.249,0.18
3537,0.249,0.18
3538,0.249,0.18
3539,0.249,0.18
3540,0.249,0.18
3541,0.249,0.18
3542,0.249,0.18
3543,0.249,0.18
3544,0.249,0.18
3545,0.249,0.18
3546,0.249,0.18
3547,0.249,0.18
3548,0.249,0.18
3549,0.26,0.188
3550,0.26,0.188
3551,0.26,0.188
3552,0.26,0.188
3553,0.26,0.188
3554,0.26,0.188
3555,0.26,0.188
3556,0.26,0.188
3557,0.26,0.188
3558,0.26,0.188
3559,0.26,0.188
3560,0.26,0.188
3561,0.26,0.188
3562,0.26,0.188
3563,0.26,0.188
3564,0.26,0.188
3565,0.26,0.188
3566,0.26,0.188
3567,0.26,0.188
3568,0.26,0.188
3569,0.26,0.188
3570,0.26,0.188
3571,0.26,0.188
3572,0.26,0.188
3573,0.26,0.188
3574,0.26,0.188
3575,0.26,0.188
3576,0.26,0.188
3577,0.26,0.188
3578,0.26,0.188
3579,0.26,0.188
3580,0.26,0.188
3581,0.26,0.188
3582,0.26,0.188
3583,0.26,0.188
3584,0.26,0.188
3585,0.26,0.188
3586,0.26,0.188
3587,0.26,0.188
3588,0.26,0.188
3589,0.26,0.188
3590,0.26,0.188
3591,0.26,0.188
3592,0.26,0.188
3593,0.26,0.188
3594,0.26,0.188
3595,0.26,0.188
3596,0.26,0.188
3597,0.26,0.188
3598,0.26,0.188
3599,0.26,0.188
3600,0.26,0.188
3601,0.26,0.188
3602,0.26,0.188
3603,0.26,0.188
3604,0.26,0.188
3605,0.26,0.188
3606,0.26,0.188
3607,0.26,0.188
3608,0.26,0.188
3609,0.26,0.188
3610,0.26,0.188
3611,0.26,0.188
3612,0.26,0.188
3613,0.26,0.188
3614,0.26,0.188
3615,0.26,0.188
3616,0.26,0.188
3617,0.26,0.188
3618,0.26,0.188
3619,0.26,0.188
3620,0.26,0.188
3621,0.26,0.188
3622,0.26,0.188
3623,0.26,0.188
3624,0.26,0.188
3625,0.26,0.188
3626,0.26,0.188
3627,0.26,0.188
3628,0.26,0.188
3629,0.26,0.188
3630,0.26,0.188
3631,0.26,0.188
3632,0.26,0.188
3633,0.26,0.188
3634,0.26,0.188
3635,0.26,0.188
3636,0.26,0.188
3637,0.26,0.188
3638,0.26,0.188
3639,0.26,0.188
3640,0.26,0.188
3641,0.26,0.188
3642,0.26,0.188
3643,0.26,0.188
3644,0.26,0.188
3645,0.26,0.188
3646,0.26,0.188
3647,0.26,0.188
3648,0.26,0.188
3649,0.26,0.188
3650,0.26,0.188
3651,0.26,0.188
3652,0.26,0.188
3653,0.26,0.188
3654,0.26,0.188
3655,0.26,0.188
3656,0.26,0.188
3657,0.26,0.188
3658,0.26,0.188
3659,0.26,0.188
3660,0.26,0.188
3661,0.26,0.188
3662,0.26,0.188
3663,0.26,0.188
3664,0.26,0.188
3665,0.26,0.188
3666,0.26,0.188
3667,0.26,0.188
3668,0.26,0.188
3669,0.26,0.188
3670,0.26,0.188
3671,0.26,0.188
3672,0.26,0.188
3673,0.26,0.188
3674,0.26,0.188
3675,0.26,0.188
3676,0.26,0.188
3677,0.26,0.188
3678,0.26,0.188
3679,0.26,0.188
3680,0.26,0.188
3681,0.26,0.188
3682,0.26,0.188
3683,0.26,0.188
3684,0.26,0.188
3685,0.26,0.188
3686,0.26,0.188
3687,0.26,0.188
3688,0.26,0.188
3689,0.26,0.188
3690,0.26,0.188
3691,0.26,0.188
3692,0.26,0.188
3693,0.26,0.188
3694,0.26,0.188
3695,0.26,0.188
3696,0.26,0.188
3697,0.26,0.188
3698,0.26,0.188
3699,0.26,0.188
3700,0.26,0.188
3701,0.26,0.188
3702,0.26,0.188
3703,0.26,0.188
3704,0.26,0.188
3705,0.26,0.188
3706,0.26,0.188
3707,0.26,0.188
3708,0.26,0.188
3709,0.26,0.188
3710,0.26,0.188
3711,0.26,0.188
3712,0.26,0.188
3713,0.26,0.188
3714,0.26,0.188
3715,0.26,0.188
3716,0.26,0.188
3717,0.26,0.188
3718,0.26,0.188
3719,0.26,0.188
3720,0.26,0.188
3721,0.26,0.188
3722,0.26,0.188
3723,0.26,0.188
3724,0.26,0.188
3725,0.26,0.188
3726,0.26,0.188
3727,0.26,0.188
3728,0.26,0.188
3729,0.26,0.188
3730,0.26,0.188
3731,0.26,0.188
3732,0.26,0.188
3733,0.26,0.188
3734,0.26,0.188
3735,0.26,0.188
3736,0.26,0.188
3737,0.26,0.188
3738,0.26,0.188
3739,0.26,0.188
3740,0.26,0.188
3741,0.26,0.188
3742,0.26,0.188
3743,0.26,0.188
3744,0.26,0.188
3745,0.26,0.188
3746,0.26,0.188
3747,0.26,0.188
3748,0.26,0.188
3749,0.26,0.188
3750,0.26,0.188
3751,0.26,0.188
3752,0.26,0.188
3753,0.26,0.188
3754,0.26,0.188
3755,0.26,0.188
3756,0.26,0.188
3757,0.26,0.188
3758,0.26,0.188
3759,0.26,0.188
3760,0.26,0.188
3761,0.26,0.188
3762,0.26,0.188
3763,0.26,0.188
3764,0.26,0.188
3765,0.26,0.188
3766,0.26,0.188
3767,0.26,0.188
3768,0.26,0.188
3769,0.26,0.188
3770,0.26,0.188
3771,0.26,0.188
3772,0.26,0.188
3773,0.26,0.188
3774,0.26,0.188
3775,0.26,0.188
3776,0.26,0.188
3777,0.26,0.188
3778,0.26,0.188
3779,0.26,0.188
3780,0.26,0.188
3781,0.26,0.188
3782,0.26,0.188
3783,0.26,0.188
3784,0.26,0.188
3785,0.26,0.188
3786,0.26,0.188
3787,0.26,0.188
3788,0.26,0.188
3789,0.26,0.188
3790,0.26,0.188
3791,0.26,0.188
3792,0.26,0.188
3793,0.26,0.188
3794,0.26,0.188
3795,0.26,0.188
3796,0.26,0.188
3797,0.26,0.188
3798,0.26,0.188
3799,0.26,0.188
3800,0.26,0.188
3801,0.26,0.188
3802,0.26,0.188
3803,0.26,0.188
3804,0.26,0.188
3805,0.26,0.188
3806,0.26,0.188
3807,0.26,0.188
3808,0.26,0.188
3809,0.26,0.188
3810,0.26,0.188
3811,0.26,0.188
3812,0.26,0.188
3813,0.26,0.188
3814,0.26,0.188
3815,0.275,0.1985
3816,0.275,0.1985
3817,0.275,0.1985
3818,0.275,0.1985
3819,0.275,0.1985
3820,0.275,0.1985
3821,0.275,0.1985
3822,0.275,0.1985
3823,0.275,0.1985
3824,0.275,0.1985
3825,0.275,0.1985
3826,0.275,0.1985
3827,0.275,0.1985
3828,0.275,0.1985
3829,0.275,0.1985
3830,0.275,0.1985
3831,0.275,0.1985
3832,0.275,0.1985
3833,0.275,0.1985
3834,0.275,0.1985
3835,0.275,0.1985
3836,0.275,0.1985
3837,0.275,0.1985
3838,0.275,0.1985
3839,0.275,0.1985
3840,0.275,0.1985
3841,0.275,0.1985
3842,0.275,0.1985
3843,0.275,0.1985
3844,0.275,0.1985
3845,0.275,0.1985
3846,0.275,0.1985
3847,0.275,0.1985
3848,0.275,0.1985
3849,0.275,0.1985
3850,0.275,0.1985
3851,0.275,0.1985
3852,0.275,0.1985
3853,0.275,0.1985
3854,0.275,0.1985
3855,0.275,0.1985
3856,0.275,0.1985
3857,0.275,0.1985
3858,0.275,0.1985
3859,0.275,0.1985
3860,0.275,0.1985
3861,0.275,0.1985
3862,0.275,0.1985
3863,0.275,0.1985
3864,0.275,0.1985
3865,0.275,0.1985
3866,0.275,0.1985
3867,0.275,0.1985
3868,0.275,0.1985
3869,0.275,0.1985
3870,0.275,0.1985
3871,0.275,0.1985
3872,0.275,0.1985
3873,0.275,0.1985
3874,0.275,0.1985
3875,0.275,0.1985
3876,0.275,0.1985
3877,0.275,0.1985
3878,0.275,0.1985
3879,0.275,0.1985
3880,0.275,0.1985
3881,0.275,0.1985
3882,0.275,0.1985
3883,0.26,0.188
3884,0.26,0.188
3885,0.26,0.188
3886,0.26,0.188
3887,0.26,0.188
3888,0.26,0.188
3889,0.26,0.188
3890,0.26,0.188
3891,0.26,0.188
3892,0.26,0.188
3893,0.26,0.188
3894,0.26,0.188
3895,0.26,0.188
3896,0.26,0.188
3897,0.26,0.188
3898,0.26,0.188
3899,0.26,0.188
3900,0.26,0.188
3901,0.26,0.188
3902,0.26,0.188
3903,0.26,0.188
3904,0.26,0.188
3905,0.26,0.188
3906,0.275,0.1985
3907,0.275,0.1985
3908,0.275,0.1985
3909,0.275,0.1985
3910,0.275,0.1985
3911,0.275,0.1985
3912,0.275,0.1985
3913,0.275,0.1985
3914,0.275,0.1985
3915,0.275,0.1985
3916,0.275,0.1985
3917,0.275,0.1985
3918,0.275,0.1985
3919,0.275,0.1985
3920,0.275,0.1985
3921,0.275,0.1985
3922,0.275,0.1985
3923,0.275,0.1985
3924,0.275,0.1985
3925,0.275,0.1985
3926,0.275,0.1985
3927,0.275,0.1985
3928,0.275,0.1985
3929,0.275,0.1985
3930,0.275,0.1985
3931,0.275,0.1985
3932,0.275,0.1985
3933,0.275,0.1985
3934,0.275,0.1985
3935,0.275,0.1985
3936,0.275,0.1985
3937,0.275,0.1985
3938,0.257,0.185
3939,0.257,0.185
3940,0.257,0.185
3941,0.257,0.185
3942,0.257,0.185
3943,0.257,0.185
3944,0.257,0.185
3945,0.257,0.185
3946,0.257,0.185
3947,0.257,0.185
3948,0.257,0.185
3949,0.257,0.185
3950,0.257,0.185
3951,0.257,0.185
3952,0.257,0.185
3953,0.257,0.185
3954,0.257,0.185
3955,0.257,0.185
3956,0.257,0.185
3957,0.257,0.185
3958,0.257,0.185
3959,0.257,0.185
3960,0.257,0.185
3961,0.2585,0.186
3962,0.2585,0.186
3963,0.2585,0.186
3964,0.2585,0.186
3965,0.2585,0.186
3966,0.2585,0.186
3967,0.2585,0.186
3968,0.2585,0.186
3969,0.2585,0.186
3970,0.2585,0.186
3971,0.2585,0.186
3972,0.2585,0.186
3973,0.2585,0.186
3974,0.2585,0.186
3975,0.2585,0.186
3976,0.2585,0.186
3977,0.2585,0.186
3978,0.2585,0.186
3979,0.2585,0.186
3980,0.2585,0.186
3981,0.2585,0.186
3982,0.2585,0.186
3983,0.2585,0.186
3984,0.28200000000000003,0.203
3985,0.28200000000000003,0.203
3986,0.28200000000000003,0.203
3987,0.28200000000000003,0.203
3988,0.28200000000000003,0.203
3989,0.28200000000000003,0.203
3990,0.28200000000000003,0.203
3991,0.28200000000000003,0.203
3992,0.28200000000000003,0.203
3993,0.28200000000000003,0.203
3994,0.28200000000000003,0.203
3995,0.28200000000000003,0.203
3996,0.28200000000000003,0.203
3997,0.24,0.17300000000000001
3998,0.24,0.17300000000000001
3999,0.24,0.17300000000000001
4000,0.24,0.17300000000000001
4001,0.24,0.17300000000000001
4002,0.24,0.17300000000000001
4003,0.24,0.17300000000000001
4004,0.24,0.17300000000000001
4005,0.24,0.17300000000000001
4006,0.24,0.17300000000000001
4007,0.24,0.17300000000000001
4008,0.24,0.17300000000000001
4009,0.24,0.17300000000000001
4010,0.24,0.17300000000000001
4011,0.24,0.17300000000000001
4012,0.24,0.17300000000000001
4013,0.24,0.17300000000000001
4014,0.24,0.17300000000000001
4015,0.24,0.17300000000000001
4016,0.24,0.17300000000000001
4017,0.24,0.17300000000000001
4018,0.24,0.17300000000000001
4019,0.24,0.17300000000000001
4020,0.24,0.17300000000000001
4021,0.24,0.17300000000000001
4022,0.24,0.17300000000000001
4023,0.24,0.17300000000000001
4024,0.24,0.17300000000000001
4025,0.24,0.17300000000000001
4026,0.24,0.17300000000000001
4027,0.24,0.17300000000000001
4028,0.24,0.17300000000000001
4029,0.24,0.17300000000000001
4030,0.24,0.17300000000000001
4031,0.24,0.17300000000000001
4032,0.24,0.17300000000000001
4033,0.24,0.17300000000000001
4034,0.24,0.17300000000000001
4035,0.24,0.17300000000000001
4036,0.24,0.17300000000000001
4037,0.24,0.17300000000000001
4038,0.24,0.17300000000000001
4039,0.24,0.17300000000000001
4040,0.24,0.17300000000000001
4041,0.24,0.17300000000000001
