,savi,blue,swir22,hcho,swir16,ndsi,red,aod_55,co,si,msavi,ui,coastal,nbr,green,so2,gndvi,mndwi,albedo,arvi,population_res1000,ndbi,ndvi,street_width,awei_sh,lwir11,ibi,awei_nsh,no2,nir08,ndwi,street_lane,evi,o3,residence_500_1,street_traffic_1,street_traffic_2,street_traffic_3,street_traffic_4,park_100_1,commercial_500_1,park_500_1,park_1000_1,overlay_level1_0,overlay_level1_1,manufacture_1000_1,residence_100_1,manufacture_200_1,commercial_100_1,street_orientation_0,street_orientation_1,street_orientation_2,street_orientation_3,residence_1000_1,manufacture_500_1,park_200_1,zonedist_level1_30_1,zonedist_level1_30_2,zonedist_level1_30_3,manufacture_100_1,commercial_1000_1,commercial_200_1,residence_200_1,y_test,y_pred
1337,0.7860900876450801,0.12373817535394555,0.026763259637401005,0.43048960280052906,0.1527236429318375,0.1707147069206586,0.010778113830079733,0.3950617283950617,0.18856493597388813,0.501191176229764,0.7194133429094992,0.8592674533055914,0.1595314461023565,0.9485330345278675,0.034369173399626876,0.8584707760066529,0.9272453447893853,0.1707147069206586,0.26160192094787427,0.9492140248571097,0.017639319009374883,0.07071126931311522,0.9393970899750332,0.21698113207547168,0.8459408111761202,0.006963788300837326,0.762302104596999,0.8622560009467393,0.8098890067461337,0.5909456047739271,0.07275465515823454,0.125,0.7722095871223826,0.11247083771792177,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.971628188,0.9757005
4956,0.12832369432350388,0.3391530696463716,0.1694756202845239,0.2612978637918685,0.23699971480178728,0.6596695536628479,0.24014297497937856,0.6358024691358026,0.11277401114426766,0.1592039755971293,0.09428611096897056,0.2787259608620655,0.36529075442755554,0.3062951411890204,0.23579863269111226,0.41830464764664044,0.23796633400967593,0.6596695536628479,0.2624645524352323,0.1801431604722918,0.34984509175955847,0.6209839206585852,0.18859670562836406,0.3773584905660377,0.4592143444521109,0.5699860724234012,0.7477260975982504,0.834776453365417,0.3518234412973149,0.2584347027771403,0.7620336659298343,0.5,0.1334586004603442,0.08510340299265806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.018148058,1.0149924
3763,0.15410954287735512,0.4450511078661672,0.3359483502871514,0.2410190188191759,0.4270843236049052,0.6051747255651034,0.39824030794610954,0.5061728395061729,0.11277401114169017,0.20436313069851988,0.12009010413601519,0.28403752839910423,0.4795704922604938,0.25917738384028577,0.37228091982597866,0.4499455313052224,0.27629114695745144,0.6051747255651034,0.4588045548158625,0.1429560738736621,0.6506714667910498,0.626586330362095,0.18906690821358857,0.3113207547169811,0.42396759832509406,0.36664345403899623,0.7481249077359194,0.6567456273572603,0.21756678593122314,0.46517098921276123,0.7237088530007235,0.375,0.16262619102877174,0.15211158258443902,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.002401022,1.0027213
2598,0.2439039993437756,0.2825217446511332,0.12094140610337449,0.26718723892645546,0.20534271318566405,0.6301490768645925,0.2001099807533683,0.3950617283950617,0.11277401113839858,0.20409609714391763,0.18557515078933556,0.30627129373883494,0.30992888021196496,0.4857240605771397,0.19533871970167807,0.40911552341981783,0.38533795301445295,0.6301490768645925,0.24855009240639114,0.2911290466150017,0.1989593215726558,0.47412783042871004,0.32999679175636965,0.32704403773584906,0.5511923778557045,0.5184540389972154,0.7583303614279922,0.8644080797189586,0.39081416348265763,0.3124856552673857,0.6146620469185208,0.3958333375,0.24276811091767198,0.06564928347485477,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.009012373,1.0058619
7296,0.09384010568058251,0.3246143102025266,0.15603768627303782,0.26718723892645546,0.21613271223500335,0.6856343810391285,0.23057464943634878,0.5432098765432101,0.11277401113839858,0.1552692000558691,0.06745466878346666,0.26234290155191414,0.3546925115046717,0.2799709911543244,0.22771908017402112,0.40911552341981783,0.19130324586661596,0.6856343810391285,0.2344262532362727,0.1360086580107571,0.26861820517679263,0.6507728603061802,0.14898001239768865,0.5990566037735848,0.447876593854268,0.45003481894150554,0.7422088342571741,0.8557515510526995,0.39081416348265763,0.218900619692449,0.8086967540730361,0.6875,0.09471214491489706,0.06564928347485477,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.012378152,1.0158383
7187,0.3140749866354548,0.29153704526696717,0.15645058368679854,0.26718723892645546,0.2537313432835821,0.5756321372496065,0.21094308496013212,0.4814814814814814,0.06376125533745913,0.2410516347046272,0.2464609980707742,0.36174531021246853,0.3215032770882723,0.48532717212503623,0.2138595400870106,0.40911552341981783,0.4391374350271052,0.5756321372496065,0.29878595126766605,0.3506969345411969,0.3549525459307836,0.45802561169105394,0.39172057335573895,0.5660377358490566,0.5675255442025765,0.5240250696378836,0.7591964767312454,0.8132468995382454,0.39081416348265763,0.39390635758549475,0.5608625649174159,0.75,0.3182108917772665,0.06564928347485477,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.011897326,1.006844
5916,0.1084893002613345,0.3373119167037013,0.171089673811043,0.4304896028007784,0.2187470291852836,0.724875954053752,0.2699477591421501,0.9938271604938271,5.799805080641818e-12,0.14136908377346408,0.07960375897402405,0.19444974639082913,0.3654999302747177,0.32430076674129604,0.2475450590428838,0.8584707760066701,0.24090057094687284,0.724875954053752,0.27156163991718174,0.11936471204695406,0.9430881569199637,0.5587686042161734,0.16026077472550881,0.3820754716981132,0.486157452479749,0.5583217270194984,0.7537672879514684,0.8532028060302037,0.809889006746946,0.27490245581822365,0.759099428994501,0.5,0.1077455533313935,0.11247083775309363,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.003362673,1.0054226
10624,0.11300628618209507,0.30664719700336485,0.1700386622123794,0.4293797894557688,0.233672402319612,0.6766302038953356,0.2598295298322795,0.3765432098765431,0.11277401114096008,0.19938615676048507,0.08288183351565326,0.2373491809765031,0.3056756379863339,0.31700811074561625,0.24027346177750156,0.8571833408185601,0.2431029258431573,0.6766302038953356,0.25706695909248434,0.10250788039680439,0.38140885355814497,0.599692828729433,0.1670461206601826,0.5660377358490566,0.47202189097989533,0.509227019498609,0.7503871485499338,0.8390477380161866,0.8080124143039653,0.26750057378930464,0.7568970740970622,0.75,0.10774107365160686,0.11476161041764499,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.998193799,1.006877
547,0.1519482636404406,0.27109389880007617,0.12728501182388047,0.26718723892645546,0.17525430173970913,0.6628429162820668,0.1984602694528457,0.3209876543209873,0.11277401113839858,0.18595473717465766,0.11122859618370895,0.253566130198231,0.29835448333565734,0.3657910673057803,0.18067122436295838,0.40911552341981783,0.3034541872665892,0.6628429162820668,0.20602788536254107,0.17949882458367805,0.1629570362785559,0.54201853331343,0.2285470060143005,0.41981132075471694,0.4931094454474133,0.6841922005571035,0.7545922131412242,0.8773906811921025,0.39081416348265763,0.23037640578379626,0.6965458126591322,0.375,0.14571897609995865,0.06564928347485477,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.031971792,1.022431
1151,0.3080373917097895,0.27966478318836896,0.12431965767050786,0.26718723892645546,0.19730963019298414,0.6647606092830467,0.20483915314819923,0.691358024691358,0.03461617623761981,0.199247031134214,0.24066875832436802,0.28165526017904147,0.30051596708966677,0.5455917295159574,0.20161591050341807,0.40911552341981783,0.44700717257295797,0.6647606092830467,0.27655223933569206,0.3405143550379013,0.43917171209722855,0.36760848479362507,0.3897131791874785,0.31027254716981134,0.6108490788963769,0.5045264623955434,0.7632374767574035,0.8691417764073431,0.3908141634834701,0.37961900390176734,0.5529928273680242,0.4027777875,0.3060438640181089,0.06564928350996979,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.026682711,1.0262314
82,0.11223701500989502,0.27230017141768753,0.14023497616455838,0.2671872389267048,0.18599676775358875,0.6104248333151285,0.19681055815232348,0.3209876543209873,0.0020969995609778636,0.19750001844285378,0.08061196654380605,0.27811309004025964,0.3017012968902525,0.28182304759740007,0.1714108141702921,0.4091155234195661,0.2677742071371451,0.6104248333151285,0.1944604148178835,0.13633941956111745,0.30530545135481973,0.6316260608720542,0.17941009127874985,0.5660377358490566,0.4458916604440578,0.7010793871866305,0.7486997403910529,0.8572286397415751,0.3908141634842828,0.19623594216203816,0.7322257927868799,0.75,0.10756716863662484,0.06564928353729726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.024038171,1.0262338
280,0.16422739403458586,0.3547711256428163,0.22713111369693334,0.2671872389267048,0.32669455271413633,0.6470582265998457,0.31657959857025036,0.3209876543209873,0.0020969995609778636,0.22317433410109713,0.12574212385852623,0.279101681341428,0.366615534792916,0.33681695707999193,0.3105034182722187,0.4091155234195661,0.27169464696161283,0.6470582265998457,0.3502203867473317,0.14637329534076265,0.15368738536199775,0.5934985276007864,0.21108064495710138,0.4716981132075472,0.4836195733338373,0.5464832869080787,0.7506560700812325,0.7690964118140795,0.3908141634842828,0.3797337617626808,0.7283053529895559,0.5,0.16170175007424908,0.06564928353729726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.035457777,1.0178747
3992,0.20778327142129405,0.29014030855183776,0.12075372546075584,0.26718723892645546,0.1893240802357637,0.6975202966531671,0.21842177618916683,0.691358024691358,0.0770610936597187,0.17319014696490867,0.15688760190335876,0.2382562438833563,0.32317668386556975,0.4750079532096201,0.2070229956494717,0.40911552341981783,0.35071988503170065,0.6975202966531671,0.24805281694585762,0.23489654524063228,0.1629570362785559,0.45489165682676025,0.28371823560980935,0.31839622641509435,0.5557010123160393,0.45160167130919415,0.7597829529047316,0.8833165681575621,0.3908141634834701,0.3025591002983705,0.6492801149032091,0.3125,0.20398788168858056,0.06564928350996979,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.016705582,1.0098828
10128,0.19400919857747156,0.2822677925211098,0.2008182876018168,0.05957694506205766,0.2807776404601198,0.5772620395947994,0.2375034368985429,0.4444444444444442,0.11277401114096008,0.2787576477212295,0.14666345581377652,0.3489971881220765,0.2844094268581786,0.31218928185035233,0.2363579863269111,0.4282004680198445,0.3108870783563246,0.5772620395947994,0.27371008933179597,0.1859798362719362,0.6019647473319546,0.6120192456323134,0.26192705315792647,0.3773584905660377,0.4590536593665226,0.3878830083565472,0.7494473400437253,0.7805712432309232,0.18269761698386455,0.31334633922423694,0.6891129215845004,0.5,0.18277967365942094,0.877166931482023,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.005285975,1.003142
9144,0.23334069621880782,0.32270966922735067,0.14796741864044127,0.4304896028007784,0.2278258389580759,0.6539479647526116,0.22952983227935123,0.7839506172839505,0.11277401114426766,0.170932806900898,0.17870159344113506,0.28410376611527477,0.3560870171524193,0.4503900882993162,0.22498446239900563,0.8584707760066701,0.3624816793401139,0.6539479647526116,0.2859076800573045,0.2840125412172429,0.5997256566553687,0.48005411626024874,0.30540696151632785,0.3721173867924528,0.5459795646379386,0.5073119777158761,0.7586290702612076,0.8461438999962744,0.809889006746946,0.33991278402570585,0.6375183206007229,0.4027777875,0.24374976033598028,0.11247083775309363,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.002881848,1.0052469
7513,0.13007316477562544,0.5856136118341692,0.22183851957509093,0.26718723892645546,0.40246221123680964,0.7951881750334837,0.4696728072587299,0.4814814814814814,0.06376125533745913,0.0750713679574285,0.10175128793242671,0.1772717063767822,0.6018686375679824,0.4684583055906846,0.48452454940957124,0.40911552341981783,0.2037538909088688,0.7951881750334837,0.528890389028163,0.16941022916268472,0.11436335624385949,0.5387060523037754,0.16059916225851412,0.0,0.5949459814550507,0.47928272980501574,0.7584916550714105,0.8093678980852634,0.39081416348265763,0.5215170989212762,0.7962461090493681,0.0,0.1628163329032375,0.06564928347485477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01309939,1.0032133
2148,0.4193217804403768,0.2431591644974922,0.07830036410044668,0.9999999999999999,0.18152866242038218,0.572943639351781,0.16579598570250204,0.7407407407407405,2.524203068787756e-12,0.24262769838824505,0.33724177165157593,0.34261649490224116,0.28698926230651217,0.7147525468945058,0.15487880671224363,0.0,0.5876877590169477,0.572943639351781,0.2741472211627326,0.46138294835532057,0.2862409181898106,0.26813566685676515,0.5132342129545504,0.5660377358490566,0.6913097724888227,0.4089484679665758,0.7635132981368105,0.881754009945146,0.9999999999999998,0.43762910259352783,0.4123122409237868,0.75,0.41218092111058563,0.14995082577313212,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.983648827,0.9878895
8472,0.18579068822122363,0.26569741603707697,0.10656506887879573,0.43048960280102777,0.17225972050575133,0.6080731608059549,0.16640087984602692,0.8765432098765431,0.04791738018536407,0.19117954102151044,0.13623811761442783,0.3232237175302018,0.29995816483056764,0.4074652261893358,0.15898073337476692,0.8584707760066872,0.33615484507416704,0.6080731608059549,0.19174866413398112,0.2686063012598612,0.5808281113205593,0.5535028846607948,0.283860976713603,0.45440252830188677,0.4961293798500903,0.4895543175487469,0.7538154175685099,0.8810505300206224,0.8098890067477587,0.2203924718843241,0.663845154842956,0.5833333125,0.18461108538877546,0.11247083778825129,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.004564737,0.9998258
1629,0.15346814464182246,0.15002222081137684,0.0,0.4304896028007784,0.0,0.5855349112090015,0.03167445697003043,0.5308641975308643,0.5114698263784767,0.1211943567515528,0.10411660354223104,0.3184933977486583,0.19279040580114354,0.4970071692359113,0.010876320696084532,0.8584707760066701,0.47116425342709656,0.5855349112090015,0.015270335370792573,0.44307746681159554,0.22479535937010134,0.40863986707361194,0.3906438409930747,0.29245283018867924,0.49210280064652107,0.3662952646239577,0.7570810975023792,0.9999999999999999,0.809889006746946,0.037238925866421885,0.5288357462542559,0.375,0.13930475981572338,0.11247083775309363,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.970666537,0.9685666
146,0.22764375723536812,0.5237762681734492,0.14537742577230572,0.2671872389267048,0.36533891054282724,0.8052079215045342,0.45108605993951073,0.3209876543209873,0.0020969995609778636,0.09279274566245263,0.1851509488270261,0.15512042796824838,0.5533398410263564,0.6686689833267649,0.4507147296457428,0.4091155234195661,0.30933822498867164,0.8052079215045342,0.5278405191862475,0.21930407943794666,0.15368738536199775,0.4085234416728085,0.2456273011950255,0.3160377358490566,0.7436553021352212,0.6420612813370463,0.7700594141634183,0.8633298488066043,0.3908141634842828,0.6119462933210926,0.6906617749798558,0.5,0.26708596174190763,0.06564928353729726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.017787439,1.0116327
6804,0.08794310765839504,0.26398323915941846,0.1289366014789235,0.26718723892645546,0.18143359634946288,0.7169879655193367,0.22348089084410241,0.0,0.06376125533745913,0.2057625424362717,0.06285307868895332,0.21271048291931755,0.2527541486543021,0.3258159603656462,0.2070229956494717,0.40911552341981783,0.20990376693607027,0.7169879655193367,0.19791239478912964,0.06406082952260604,0.30530545135481973,0.6014043894705762,0.14263547267847743,0.461478,0.4769180600584134,0.5508356545961002,0.7498670913597734,0.8875571714409065,0.39081416348265763,0.20633463392242352,0.7900962329995507,0.5,0.08121815295502324,0.06564928347485477,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.993625956,0.99453306
3193,0.0999994109339614,0.32093200431718594,0.22484140985698742,0.20815655355655796,0.3086795322749311,0.4866705022724905,0.26301897167995614,0.40740740740740744,0.11277401114756103,0.24957812574135807,0.07284764469542018,0.341045506161552,0.3469530051596707,0.2033919883752796,0.21678060907395877,0.5012204988113586,0.2749498705708224,0.4866705022724905,0.2753929873981912,0.1001113319265969,0.617164640057008,0.7391426335275357,0.1515178547231826,0.2830188679245283,0.37138104105031294,0.4576949860724262,0.7424165355664948,0.7355572941663759,1.6251444634463041e-12,0.2598691760385585,0.7250501293648677,0.5,0.09712654839062713,0.26069040334601823,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.011416501,1.0073965
9227,0.1928799448864999,0.2836010412037331,0.09267670132502535,0.43048960280052906,0.1489210000950661,0.7316998258807795,0.18394281000824853,0.5617283950617282,0.11277401114169017,0.1287918024166575,0.14286108171521597,0.23162484678345202,0.31439129828475815,0.48590532997743424,0.1799875699192045,0.8584707760066567,0.33058786597954887,0.7316998258807795,0.20824143529930095,0.26910811117362515,0.3439126901049423,0.4482761049813917,0.2829601226401204,0.3283018867924528,0.5479077856649996,0.6356197771587755,0.7607142676692976,0.9180040455574474,0.8098890067461337,0.24747532705990344,0.6694121339458503,0.35,0.19508959866188208,0.11247083772575195,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.003242467,1.0022564
10912,0.7406646846184587,0.16202145895498676,0.06489996621748433,0.43048960280052906,0.1965966346610895,0.3138100244394969,0.06241407753643132,1.0,0.09035849377299243,0.4301635926095039,0.6616454195116283,0.6846831415114181,0.19543996653186424,0.8640211920428651,0.08775637041640771,0.8584707760066529,0.8342469075614859,0.3138100244394969,0.3151278346237889,0.8114230844380357,0.15995650277649665,0.12121379680475014,0.8306069112262161,0.4433962264150943,0.8450853993969583,0.22788997214484952,0.7646880014604053,0.8336302851394796,0.8098890067461337,0.6404062428276339,0.16575309240805158,0.5,0.7378782573972574,0.11247083771792177,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.010094231,1.0079092
10671,0.3242136180875699,0.29890165703764837,0.1420367103336962,0.4293797894557688,0.2483601102766423,0.5816845368729752,0.20714874896893057,0.3765432098765431,0.11277401114096008,0.22528530620044318,0.25505502754032894,0.3614839700208729,0.3222702551945334,0.521697162013543,0.2120571783716594,0.8571833408185601,0.44714547637579716,0.5816845368729752,0.3006050647413129,0.37584536368843313,0.38140885355814497,0.44241784802882433,0.4030670719537671,0.4386792452830188,0.5846337797858161,0.44846796657381716,0.7600314652319856,0.8252586548850215,0.8080124143039653,0.3988983245352308,0.5528545235690567,0.4375,0.33656041780369206,0.11476161041764499,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.015623724,1.0143734
2142,0.2638051051369685,0.27458574058789914,0.11733793776509889,0.9999999999999999,0.19293659093069682,0.6032456867181565,0.17706901292273866,0.7407407407407405,2.524203068787756e-12,0.2021903476516598,0.20052910401226837,0.33633968246825074,0.30497838516246,0.482110696296281,0.17470478558110628,0.0,0.4129742072757707,0.6032456867181565,0.23515544517620668,0.3437385533023008,0.2862409181898106,0.4649942592096019,0.3639106138605822,0.4716981132075472,0.5461780579789594,0.4294916434540379,0.7583315909507303,0.8646710628683133,0.9999999999999998,0.30100986917603845,0.5870257926507739,0.625,0.26729387366490975,0.14995082577313212,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.987976256,0.98380935
3017,0.13964450602430195,0.3315345057456667,0.16707330805900683,0.20815655355630866,0.23001235858921953,0.6915350409861375,0.2768215562276603,0.4382716049382718,0.11277401113839858,0.16154576889468142,0.10441051212984971,0.20183624996365745,0.36117696276669903,0.37576549483305743,0.2435052827843381,0.5012204988118621,0.29482239343912525,0.6915350409861375,0.2865518778129953,0.13870218450342342,0.4700395049461313,0.5261720337636564,0.1934781197763641,0.0,0.5108793255007228,0.4594359331476312,0.7555654450248811,0.8438384143869314,0.0,0.31036263484048643,0.7051776065025899,0.0,0.1371396744226229,0.26069040324823334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.001920197,1.0019499
4787,0.18164566164724105,0.24766681480540917,0.10161029991366692,0.26718723892645546,0.14873086795322749,0.6599282451825693,0.16574099532581793,0.7345679012345676,0.11277401114169017,0.1913546155144133,0.13293361109767862,0.2759910936566007,0.2664900292846187,0.41566806362899,0.15543816034804225,0.40911552341981783,0.3377926405968276,0.6599282451825693,0.17975483473819392,0.23585756901535282,0.3965739449370345,0.5041007980840432,0.2792112480873654,0.2830188679245283,0.5107233664470635,0.5362116991643475,0.7566205254384568,0.8997508234659863,0.3908141634834701,0.21620380996098237,0.662207359318711,0.375,0.17339041684435458,0.06564928350996979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.009012373,1.0068424
10496,0.6192894803376098,0.19268617865532323,0.11501069779662927,0.4293797894557688,0.2613366289571252,0.32560270148414827,0.10580148474017065,0.3765432098765431,0.11277401114096008,0.41335568439041653,0.5295718988356078,0.6257148181707235,0.22277227722772258,0.7069759864340235,0.12585456805469214,0.8571833408185601,0.7281757338749326,0.32560270148414827,0.3157698513467581,0.6710289200273482,0.6019647473319546,0.292962319572202,0.711755018342499,0.2641509433962264,0.7175156195355255,0.2916086350974936,0.7621038341034085,0.7779852422622684,0.8080124143039653,0.5670759697039248,0.27182426608497023,0.375,0.6101127321679533,0.11476161041764499,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.982687175,0.9792687
5375,0.2538934972471647,0.2350326963367403,0.1365939716977591,0.43048960280102777,0.19588363912919465,0.48804485902613093,0.1590871597470444,0.8271604938271602,0.06121663900321295,0.2740994082322641,0.19084671306965845,0.38566584109203506,0.269557941709664,0.39468254022627947,0.1380360472343068,0.8584707760066872,0.4546502994496681,0.48804485902613093,0.20672099112471698,0.3098172768169325,0.605866402574542,0.521301089676369,0.36591855258576444,0.0,0.49529287219864426,0.39711002785515337,0.7547431846640023,0.8306651501305052,0.8098890067477587,0.26899242598117956,0.5453497004599128,0.0,0.24020255325428547,0.11247083778825129,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.969224061,0.9645866
172,0.07393301327398996,0.7504285442194145,0.46038061634323046,0.2671872389267048,0.6394143930031372,0.6793471585895647,0.585647511685455,0.3209876543209873,0.0020969995609778636,0.117631146089505,0.05601924421074879,0.27751042461621406,0.7844094268581789,0.219562769444138,0.6220633934120572,0.4091155234195661,0.13515207110857635,0.6793471585895647,0.6941449251301036,0.14691966684650745,0.0009588194512564364,0.7195659705580865,0.10682568127723255,0.0,0.3562624649092129,0.7846448467966589,0.6966216869965777,0.5564986423494913,0.3908141634842828,0.5862405324764748,0.8648479288456392,0.0,0.09833978866499865,0.06564928353729726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.007089071,1.0105122
